Gap;Threshold;C0 Hits;C1 Hits;C2 Hits;C0 Rate;C1 Rate;C2 Rate;Measurement Time (s)
31,5;255;952;955;10834303;9,172352724;9,201257197;104386,6057;103,7901647
31,5;254;944;952;3929565;9,242282291;9,320606717;38472,61548;102,1392736
31,5;253;954;961;972935;9,155657403;9,222837279;9337,378968;104,19787
31,5;252;955;958;215414;9,326035894;9,355332342;2103,621671;102,4014931
31,5;251;964;961;65781;9,39229154;9,363062417;640,9069811;102,6373591
31,5;250;1009;1006;13792;9,677179148;9,648406564;132,2771604;104,2659214
31,5;249;910;919;2497;8,873777349;8,961539983;24,34925499;102,5493388
31,5;248;947;953;1200;9,271166114;9,329906343;11,74804576;102,1446481
31,5;247;984;991;1090;9,424741603;9,491787529;10,44000848;104,4060454
31,5;246;944;951;969;9,199556037;9,267773084;9,443188348;102,6136475
31,5;245;898;903;911;8,771835199;8,820676152;8,898821677;102,3731043
31,5;244;991;999;1005;9,700513898;9,778822789;9,837554458;102,1595361
31,5;243;920;924;931;8,977712788;9,016746322;9,085055006;102,4759893
31,5;242;943;944;945;9,042932543;9,052522079;9,062111615;104,2803311
31,5;241;1020;1025;1025;9,951288791;10,00006962;10,00006962;102,4992864
31,5;240;909;913;925;8,889866745;8,928986071;9,046344048;102,2512515
31,5;239;927;927;935;9,046436924;9,046436924;9,124507577;102,4712832
31,5;238;962;967;977;9,363013289;9,411677599;9,50900622;102,7447009
31,5;237;964;968;966;9,417593535;9,456670686;9,43713211;102,3616061
31,5;236;933;939;948;9,125839629;9,184526701;9,272557308;102,2371681
31,5;235;926;926;931;9,032817796;9,032817796;9,08159111;102,5150757
31,5;234;908;912;920;8,858454989;8,89747902;8,975527082;102,5009441
31,5;233;915;912;919;8,767031722;8,738287355;8,805357543;104,3682775
31,5;232;954;953;954;9,319637131;9,30986812;9,319637131;102,3645005
31,5;231;905;910;922;8,843807385;8,892668199;9,009934154;102,3314915
31,5;230;905;912;916;8,711056686;8,778435025;8,816936933;103,8909552
31,5;229;873;875;880;8,535469921;8,555024262;8,603910115;102,2790787
31,5;228;920;929;937;8,846057012;8,932594526;9,009516761;104,0011384
31,5;227;969;972;975;9,279708574;9,308438322;9,33716807;104,4213827
31,5;226;944;951;959;9,23380314;9,302274138;9,380526707;102,2330654
31,5;225;959;968;977;9,329374692;9,416928782;9,504482872;102,7935989
31,5;224;936;939;944;9,140210072;9,169505617;9,218331525;102,4046485
31,5;223;937;940;954;9,137890355;9,167147208;9,303679188;102,5400791
31,5;222;918;928;942;8,799410974;8,895265124;9,029460934;104,3251648
31,5;221;908;907;922;8,730514085;8,720898981;8,865125535;104,0030394
31,5;220;971;982;994;9,295837024;9,401145167;9,516026778;104,4553597
