Gap;Threshold;C0 Hits;C1 Hits;C2 Hits;C0 Rate;C1 Rate;C2 Rate;Measurement Time (s)
34.5;255;1787971;9055762;931;17577.295523479712;89025.94329790454;9.152532190040896;101.72048354148865
34.5;254;5713678;1847545;862;56174.31848721197;18164.233484885925;8.474797238482239;101.71334791183472
34.5;253;1783780;401680;833;17529.295435386557;3947.329485971404;8.185932737039883;101.75993704795837
34.5;252;440646;65225;890;4333.243706757188;641.4124280561666;8.752120520812392;101.68964171409607
34.5;251;50470;5242;842;496.2403203563901;51.541346528793284;8.278865657619981;101.70475459098816
34.5;250;12573;1791;871;123.5906775557957;17.605257575950855;8.561797514602565;101.73097395896912
34.5;249;3647;1039;833;35.85218881278564;10.21399072566062;8.188887655895376;101.7232174873352
34.5;248;1399;904;851;13.743604308438405;8.880785057060985;8.360119561458959;101.79280257225037
34.5;247;897;863;841;8.818804233990049;8.48453517718329;8.268243434543624;101.71447014808655
34.5;246;886;881;869;8.708413843878507;8.659269296226823;8.54132238186278;101.7406861782074
34.5;245;921;917;905;9.048629730797623;9.009330578872335;8.89143312309647;101.78336691856384
34.5;244;862;856;847;8.478980077974656;8.419961655158126;8.331434020933333;101.66317081451416
34.5;243;946;944;937;9.290237142175368;9.270596048851528;9.201852222218097;101.8273253440857
34.5;242;829;825;809;8.155863752093294;8.11651097162481;7.959099849750874;101.6446602344513
34.5;241;870;869;857;8.546531736851922;8.53670813715439;8.418824940784019;101.79567885398865
34.5;240;914;909;907;8.983035383018347;8.933894051601397;8.914237519034618;101.74734497070312
34.5;239;867;866;854;8.522649977942473;8.512819931831814;8.39485937850389;101.72892260551453
34.5;238;828;828;822;8.138555654493992;8.138555654493992;8.079580613519397;101.7379539012909
34.5;237;841;841;834;8.263452480290933;8.263452480290933;8.19467225750611;101.77344179153442
34.5;236;884;887;877;8.683556712799561;8.713025796666527;8.614795517109972;101.8016037940979
34.5;235;931;931;925;9.16402815839126;9.16402815839126;9.104968900657266;101.59287858009338
34.5;234;847;846;842;8.327950043582208;8.318117753093917;8.278788591140755;101.70570135116577
34.5;233;837;838;830;8.225010381619171;8.234837156268657;8.156222959072775;101.76278948783875
34.5;232;878;877;869;8.635828680679397;8.625992884915526;8.547306518804552;101.66945552825928
34.5;231;866;866;858;8.507631433848857;8.507631433848857;8.429038995660877;101.79096341133118
