Gap;Threshold;C0 Hits;C1 Hits;C2 Hits;C0 Rate;C1 Rate;C2 Rate;Measurement Time (s)
38.5;255;523849;5992245;556;5151.5717807306955;58928.203060852655;5.467747213579231;101.68721747398376
38.5;254;5462404;1024332;594;53667.84618225864;10064.010683861054;5.836020300267361;101.78168845176697
38.5;253;1660712;193228;537;16343.118089637246;1901.5627166085544;5.284633587362047;101.61537051200867
38.5;252;387696;26696;517;3810.8718601718256;262.4092979528988;5.081870206834308;101.73420000076294
38.5;251;47152;3038;496;463.4316747963377;29.858869783493255;4.874917515672368;101.74531126022339
38.5;250;11177;1376;442;109.83608979386173;13.521916395844478;4.343522563200043;101.76072382926941
38.5;249;3360;1081;469;33.02445166814723;10.624831027758082;4.609663045345551;101.74279451370239
38.5;248;1550;915;431;15.23931859316144;8.99611387918885;4.2375137507436005;101.71058440208435
38.5;247;1115;899;428;10.973943066659633;8.848049163163237;4.212419401372487;101.60431790351868
38.5;246;891;756;381;8.761674515422088;7.4341480736914685;3.746574624439748;101.69288969039917
38.5;245;810;701;369;7.965442472250775;6.8935495963553;3.62870157069202;101.68926620483398
38.5;244;730;673;354;7.177930292837636;6.6174617631229165;3.4808045529651;101.7006254196167
38.5;243;692;666;328;6.804017367017599;6.548375096002487;3.2250255728060297;101.70461988449097
38.5;242;653;630;265;6.422080487696858;6.195881634378286;2.6062041795400726;101.68044471740723
38.5;241;641;628;275;6.300043445725339;6.172273453846354;2.7028267512862216;101.74533009529114
38.5;240;653;636;256;6.41942445926312;6.25230314868506;2.516650323999018;101.72251486778259
38.5;239;657;628;231;6.452590381649379;6.167772845777488;2.268718992634713;101.81957340240479
38.5;238;639;615;199;6.284796741495845;6.048748037589898;1.9572371698868125;101.67393255233765
38.5;237;645;615;172;6.337731343354072;6.042953141337604;1.690061691561086;101.77143287658691
38.5;236;651;634;172;6.40082191813705;6.23367295867725;1.6911541780638595;101.7056884765625
38.5;235;556;521;124;5.462078656458605;5.11824276981103;1.2181614269799765;101.79274868965149
38.5;234;598;557;123;5.879909630614874;5.476772013800141;1.2094128504441963;101.70224332809448
38.5;233;597;542;109;5.8681552773541625;5.3275379569949015;1.0714052348938086;101.73554921150208
38.5;232;566;505;115;5.56675165662654;4.966801389746294;1.1310537818234134;101.67509436607361
38.5;231;504;454;66;4.958017416738069;4.466150609521991;0.6492641855252232;101.65353560447693
38.5;230;505;449;71;4.96060812441068;4.410520886852268;0.6974320333329866;101.80203461647034
38.5;229;480;443;64;4.7202008730922795;4.356352055791416;0.6293601164123039;101.69058752059937
38.5;228;489;426;62;4.804966482822138;4.185921721231556;0.6092186542637475;101.76970052719116
38.5;227;423;359;37;4.159628910555174;3.5302760730243676;0.3638446091974975;101.69176363945007
38.5;226;381;299;31;3.7447146325398273;2.9387655515207567;0.3046880672145266;101.74340033531189
38.5;225;403;329;35;3.9636768618332203;3.235855304077244;0.3442399259656643;101.67327308654785
38.5;224;321;258;29;3.158733435461301;2.538795097660485;0.28536844120989946;101.62301015853882
38.5;223;358;339;34;3.5205643141008154;3.3337187220116657;0.33435527005426735;101.68824315071106
38.5;222;297;266;25;2.922337873417876;2.617312708178973;0.24598803648298617;101.63095879554749
38.5;221;266;246;15;2.615439305912582;2.4187897340394553;0.14748717890484483;101.70375561714172
38.5;220;230;210;7;2.260515350911956;2.063948798658743;0.06879829328862476;101.74671006202698
38.5;219;226;205;18;2.22226445642895;2.0157708564952865;0.17699451422885445;101.69806718826294
38.5;218;186;170;10;1.8281667322516593;1.6709050778644197;0.09828853399202468;101.74126720428467
38.5;217;174;146;8;1.709962017937522;1.4347957162004494;0.07861894335344928;101.75664615631104
38.5;216;126;114;6;1.2383734694319088;1.1204331390098223;0.05897016521104328;101.74636578559875
38.5;215;101;95;1;0.9937435084810863;0.9347092406505267;0.009839044638426596;101.63588404655457
38.5;214;87;76;1;0.8551244692897191;0.7470052835174558;0.009829016888387576;101.7395749092102
38.5;213;64;61;1;0.6291410888617863;0.59965010032139;0.009830329513465411;101.725989818573
38.5;212;56;51;2;0.5510199829711451;0.5018217702058643;0.019679285106112325;101.62970805168152
38.5;211;43;35;0;0.42260460480834644;0.34398049228586336;0.0;101.74995613098145
38.5;210;21;21;0;0.20634123052925796;0.20634123052925796;0.0;101.77316451072693
38.5;209;27;25;1;0.26547858369519783;0.24581350342147948;0.00983254013685918;101.70311903953552
38.5;208;24;19;0;0.2358386000179429;0.18670555834753816;0.0;101.76451182365417
38.5;207;21;18;0;0.20656862279639168;0.1770588195397643;0.0;101.66113185882568
38.5;206;16;8;0;0.15722555911325176;0.07861277955662588;0.0;101.76462459564209
38.5;205;10;7;0;0.09830529570987806;0.06881370699691465;0.0;101.72391963005066
38.5;204;7;4;0;0.06887242291032004;0.0393556702344686;0.0;101.6371967792511
38.5;203;4;3;0;0.03932649602585992;0.02949487201939494;0.0;101.71259593963623
38.5;202;4;3;0;0.039352032894639066;0.029514024670979303;0.0;101.64659118652344
38.5;201;3;2;0;0.02948374581803191;0.019655830545354604;0.0;101.75097894668579
38.5;200;3;2;0;0.02948865692587233;0.019659104617248218;0.0;101.73403310775757
38.5;199;2;2;0;0.019660230682726182;0.019660230682726182;0.0;101.72820615768433
38.5;198;2;2;0;0.019672948829746423;0.019672948829746423;0.0;101.66244101524353
38.5;197;2;0;0;0.0196637728705739;0.0;0.0;101.709881067276
38.5;196;0;0;0;0.0;0.0;0.0;101.6315221786499
38.5;195;0;0;0;0.0;0.0;0.0;101.64692997932434
