esp_abeast_id,serial_port,chip,threshold,dac,hits_per_s,count0,count1,dt_s,mu_est,sigma_est,r2_est
2,COM6,1,1,181,9.195139250100773,0,92,10.00528621673584,202,12,-11.088232721960289
2,COM6,1,1,180,11.593539433546537,0,116,10.00557255744934,201,13,-11.020229757560172
2,COM6,1,1,179,7.195891399211209,0,72,10.005709648132324,201,13,-9.546967579504232
2,COM6,1,1,178,8.994481468531818,0,90,10.0061354637146,200,13,-9.527037817944187
2,COM6,1,1,177,12.592303159806539,0,126,10.006112337112427,199,13,-9.03738517786494
2,COM6,1,1,176,11.09318455999073,0,111,10.006143808364868,199,14,-9.181106893385458
2,COM6,1,1,175,10.494309364028561,0,105,10.005422592163086,198,14,-9.37685155359158
2,COM6,1,1,174,10.89287910813651,0,109,10.006537199020386,198,14,-9.533466621667857
2,COM6,1,1,173,9.095083069596217,0,91,10.005406141281128,197,15,-9.488605537821286
2,COM6,1,1,172,8.994012360402596,0,90,10.006657361984253,197,15,-9.412649239295801
2,COM6,1,1,171,9.793690602451115,0,98,10.006442308425903,196,15,-9.541532710403345
2,COM6,1,1,170,11.293738272582795,0,113,10.005544424057007,196,15,-9.603901512709106
2,COM6,1,1,169,8.29470474685903,0,83,10.006383895874023,195,16,-9.225389123106252
2,COM6,1,1,168,10.294407944902977,0,103,10.00543212890625,195,16,-9.38310662040613
2,COM6,1,1,167,8.09568724546879,0,81,10.005327224731445,195,16,-8.936642998812037
2,COM6,1,1,166,9.395048581388197,0,94,10.00527024269104,194,17,-8.984875791825067
2,COM6,1,1,165,9.294730708437319,0,93,10.005669116973877,194,17,-9.01335277296979
2,COM6,1,1,164,9.39495343444638,0,94,10.005371570587158,193,17,-9.067674023488154
2,COM6,1,1,163,9.19516861138683,0,92,10.00525426864624,193,17,-9.078974446360787
2,COM6,1,1,162,9.394749714534075,0,94,10.00558853149414,192,18,-9.140587442430064
2,COM6,1,1,161,8.895233102930675,0,89,10.005358934402466,192,18,-9.076183581844814
2,COM6,1,1,160,9.094987277486476,0,91,10.00551152229309,191,18,-9.07678831778575
2,COM6,1,1,159,9.694328281362143,0,97,10.005850553512573,191,18,-9.2017507010902
2,COM6,1,1,158,9.394857841695028,0,94,10.005473375320435,190,19,-9.279654554196036
2,COM6,1,1,157,8.09547813268441,0,81,10.005585670471191,190,19,-8.93063315395121
2,COM6,1,1,156,7.995859573505474,0,80,10.005178213119507,189,19,-8.573272514059658
2,COM6,1,1,155,7.795549015812143,0,78,10.005709648132324,189,19,-8.167443039144011
2,COM6,1,1,154,8.095583266451687,0,81,10.005455732345581,189,20,-7.9218312250878515
2,COM6,1,1,153,10.293698818274517,0,103,10.006121397018433,188,20,-8.09306755477209
2,COM6,1,1,152,7.696211991301812,0,77,10.004921913146973,188,20,-7.717431246917352
2,COM6,1,1,151,11.89329724883156,0,119,10.005635738372803,187,21,-7.700371364241194
2,COM6,1,1,150,8.99509358999367,0,90,10.005454540252686,187,21,-7.73662622263512
2,COM6,1,1,149,9.994599637708916,0,100,10.005403280258179,186,21,-7.898009039018493
2,COM6,1,1,148,9.593896857358263,0,96,10.006361484527588,185,22,-8.0296889753826
2,COM6,1,1,147,10.294558809417582,0,103,10.005285501480103,185,22,-8.201330713263893
2,COM6,1,1,146,8.095461735920985,0,81,10.005605936050415,185,22,-8.00372218282385
2,COM6,1,1,145,10.894327516111746,0,109,10.005206823348999,184,22,-8.147223252308168
2,COM6,1,1,144,8.694652989406377,0,87,10.006149768829346,183,23,-8.125342732000075
2,COM6,1,1,143,9.495043873893472,0,95,10.00521969795227,183,23,-8.247231372950282
2,COM6,1,1,142,8.395411281499186,0,84,10.005465745925903,183,23,-8.154357223248148
2,COM6,1,1,141,8.894351838559627,0,89,10.00635027885437,182,24,-8.184978326721989
2,COM6,1,1,140,8.195255537153407,0,82,10.005789279937744,182,24,-8.04795148008094
2,COM6,1,1,139,8.1945438140608,0,82,10.00665831565857,181,24,-7.9214720225897555
2,COM6,1,1,138,7.2962399428757365,0,73,10.00515341758728,181,24,-7.5185007287494265
2,COM6,1,1,137,8.395584530850266,0,84,10.005259275436401,180,25,-7.468854220004443
2,COM6,1,1,136,8.195644547534835,0,82,10.005314350128174,180,25,-7.378600415869039
2,COM6,1,1,135,7.396067002334116,0,74,10.005317687988281,180,25,-7.076712748118171
2,COM6,1,1,134,8.594489188379471,0,86,10.006412029266357,179,25,-7.087523961276792
2,COM6,1,1,133,8.594599155189197,0,86,10.00628399848938,179,26,-7.101679171263916
2,COM6,1,1,132,6.9964289772142365,0,70,10.005104064941406,178,26,-6.718934415271468
2,COM6,1,1,131,8.69454650570221,0,87,10.006272315979004,178,26,-6.759498823609108
2,COM6,1,1,130,7.395786082844547,0,74,10.00569772720337,177,26,-6.532748524791986
2,COM6,1,1,129,7.99506130115386,0,80,10.006177186965942,177,27,-6.460374076938695
2,COM6,1,1,128,8.094949611629554,0,81,10.00623893737793,176,27,-6.413814468593619
