Gap;Threshold;C0 Hits;C1 Hits;C2 Hits;C0 Rate;C1 Rate;C2 Rate;Measurement Time (s)
34.0;255;675823;7269911;919;6639.954278812836;71426.80354329241;9.029165894367306;101.78127312660217
34.0;254;5192338;1268360;875;51068.60789098137;12474.800273904575;8.60595591130791;101.67377209663391
34.0;253;1519531;229213;885;14865.040778985309;2242.310681436285;8.657645740298815;102.22178483009338
34.0;252;375625;33623;887;3691.759910573618;330.45735367245726;8.71771325305504;101.74686574935913
34.0;251;48606;3917;910;478.3900808755439;38.55190607722309;8.956404015898139;101.6032772064209
34.0;250;10925;1394;877;107.0642880766405;13.661109160534266;8.594542850637412;102.041494846344
34.0;249;3301;1026;937;32.472076865477696;10.092805472275103;9.217308701288276;101.65657138824463
34.0;248;1346;936;920;13.236054645249128;9.204269797884981;9.04693185262199;101.69193434715271
34.0;247;922;888;870;9.06044641021857;8.726330165156279;8.54944509424095;101.76099038124084
34.0;246;905;889;883;8.901216905093003;8.743847324450476;8.684833731709528;101.6714916229248
34.0;245;925;920;906;9.090936506199387;9.04179630886858;8.90420375634232;101.7496931552887
34.0;244;922;919;907;9.070175284044153;9.04066278311993;8.922612779423043;101.65183925628662
34.0;243;903;899;891;8.87412506184809;8.8348155377646;8.756196489597617;101.75651049613953
34.0;242;937;937;934;9.204814070753127;9.204814070753127;9.175342947794471;101.7945601940155
34.0;241;875;874;866;8.603842974811267;8.594010011411482;8.515346304213208;101.69874119758606
34.0;240;886;882;880;8.712201157661685;8.672868421058245;8.653202052756527;101.69645810127258
34.0;239;968;966;964;9.514594190358974;9.494935937899553;9.475277685440135;101.73844313621521
34.0;238;893;887;880;8.770289876156554;8.711362956495927;8.64261488355853;101.821035861969
34.0;237;907;909;897;8.8669290418722;8.886481255856484;8.769167971950788;102.29020619392395
34.0;236;860;860;854;8.453029164323949;8.453029164323949;8.39405454224727;101.73867654800415
34.0;235;947;947;934;9.302685931345254;9.302685931345254;9.174982745381698;101.7985565662384
34.0;234;900;899;883;8.85376554027729;8.843928023010315;8.68652774673872;101.65166401863098
