chip,threshold,dac,hits_per_s,count0,count1,dt_s,mu_est,sigma_est,r2_est
1,0,222,0.29967058629865917,8127087,8127090,10.010992527008057,252,2,0.8542606489253084
1,0,221,0.29970847353212443,8127090,8127093,10.009727001190186,252,2,0.8552826070556876
1,0,220,0.1998007615363298,8127094,8127096,10.009971857070923,252,2,0.8562344543553532
1,0,219,0.2996969378966344,8127096,8127099,10.010112285614014,252,2,0.8571242017657346
1,0,218,0.19979814894763215,8127099,8127101,10.01010274887085,252,2,0.8579566663878683
1,0,217,0.0,8127102,8127102,10.009924411773682,252,2,0.8579566663878683
1,0,216,0.09989576725106297,8127104,8127105,10.0104341506958,252,2,0.8587370812394153
1,0,215,0.09989416130461179,8127105,8127106,10.010595083236694,252,2,0.8594706952270987
1,0,214,0.09989361886325443,8127107,8127108,10.01064944267273,252,2,0.8601616133052373
1,0,213,0.09989453007293345,8127108,8127109,10.010558128356934,252,2,0.8608134751265656
1,0,212,0.0,8127109,8127109,10.009642124176025,252,2,0.8608134751265656
1,0,211,0.09989939569057049,8127109,8127110,10.010070562362671,252,2,0.8614296026053279
1,0,210,0.0,8127110,8127110,10.010685443878174,252,2,0.8614296026053279
1,0,209,0.09989133972227981,8127110,8127111,10.010877847671509,252,2,0.8620128936011769
1,0,208,0.0,8127111,8127111,10.011388778686523,252,2,0.8620128936011769
1,0,207,0.0,8127111,8127111,10.009999990463257,252,2,0.8620128936011769
1,1,255,78635.65521970938,6714465,7501561,10.009403467178345,,,
1,1,254,75904.10519530236,7505065,8264846,10.009748458862305,,,
1,1,253,73936.85679548573,8268520,9008623,10.009933233261108,,,
1,1,252,70808.80362811209,9012125,9720948,10.010379552841187,,,
1,1,251,70169.53674307768,9724254,10426639,10.009828090667725,253,1,-88.09464002905993
1,1,250,71408.59479279061,10430197,11144982,10.00978946685791,253,2,-95.90894262278643
1,1,249,73277.09804955518,11148317,11881845,10.01033091545105,252,2,-114.20011095636067
1,1,248,79006.58660417877,11885448,12676342,10.010481834411621,252,2,-92.92172691811834
1,1,247,85645.0446727646,12680207,13537554,10.010468244552612,251,3,-42.51134195333462
1,1,246,96526.50278905187,13541926,14508257,10.011043310165405,250,3,-16.269096249595
1,1,245,104772.00691741404,14513019,15561803,10.010154724121094,250,3,-9.13561315953131
1,1,244,119106.82891185326,15567035,16759222,10.009392499923706,249,4,-5.545239508885632
1,1,243,127046.73836862842,16765053,1259506,10.009458065032959,248,4,-3.908550614561652
1,1,242,133587.84897914017,1265678,2602921,10.01021432876587,248,4,-2.9596629200905213
1,1,241,131305.484790187,2608909,3923262,10.009886503219604,247,4,-2.3192440017141633
1,1,240,117834.58415437986,3928790,5108347,10.010278463363647,246,5,-2.021840577161886
1,1,239,71638.3419482696,5112553,5829641,10.009835243225098,246,5,-1.5459573345376145
