chip,threshold,dac,hits_per_s,count0,count1,dt_s,mu_est,sigma_est,r2_est
2,2,207,0.1998026746227527,11767961,11767963,10.009876012802124,250,3,0.9551903760819707
2,2,206,0.2997061035147295,11767968,11767971,10.009806156158447,250,3,0.9554664115566711
2,2,205,0.1997961836026238,11767977,11767979,10.010201215744019,250,3,0.9557272016372969
2,2,204,0.19978566752239454,11767982,11767984,10.010728120803833,250,3,0.9559754294552028
2,2,203,0.0,11767985,11767985,10.010313510894775,250,3,0.9559754294552028
2,2,202,0.0,11767986,11767986,10.009269952774048,250,3,0.9559754294552028
2,2,201,0.09990064726592532,11767988,11767989,10.009945154190063,250,3,0.9562103150944637
2,2,200,0.0,11767990,11767990,10.010304689407349,250,3,0.9562103150944637
2,2,199,0.19978878416377568,11767992,11767994,10.010571956634521,250,3,0.9564366284905989
2,2,198,0.0,11767994,11767994,10.010012149810791,250,3,0.9564366284905989
2,2,197,0.0,11767997,11767997,10.01051378250122,250,3,0.9564366284905989
3,0,255,153082.95012441042,13181708,14714048,10.009867191314697,,,
3,0,254,150693.07772889273,14714123,16222574,10.010088205337524,,,
3,0,253,142562.04867835328,16222648,872407,10.009501218795776,,,
3,0,252,134602.51858055734,872479,2219872,10.010161876678467,,,
3,0,251,113277.48254876358,2219932,3353846,10.010056495666504,253,1,-12.616389876658284
3,0,250,99229.2804554601,3353908,4347197,10.010039329528809,253,2,-5.022439134465637
3,0,249,79992.37633144969,4347255,5147948,10.009616374969482,252,2,-1.9308025983724098
3,0,248,63529.39159546568,5148001,5783968,10.010594844818115,252,2,-0.6812323428354203
3,0,247,46982.542758474614,5784019,6254316,10.010037183761597,252,2,-0.07051649905579582
3,0,246,34309.82823849205,6254369,6597812,10.010047197341919,252,3,0.2357916994329613
3,0,245,24970.59785461564,6597855,6847812,10.010052680969238,252,3,0.4008049570022407
3,0,244,17715.29542088592,6847851,7025188,10.01038908958435,251,3,0.49897033544509317
3,0,243,10964.660538436367,7025224,7134975,10.009521007537842,251,3,0.5675468246198854
3,0,242,7186.514800291215,7135009,7206947,10.01013731956482,251,3,0.6153823612701692
3,0,241,4849.997461677381,7206986,7255532,10.00948977470398,251,3,0.6500362503824235
3,0,240,3088.456022179106,7255567,7286482,10.00985598564148,251,3,0.676872480483078
3,0,239,12.388271868244546,7286509,7286633,10.009467124938965,251,3,0.7034700722443745
3,0,238,9.290682081402867,7306041,7306134,10.010029315948486,251,3,0.7236889823359397
3,0,237,8.691031522122847,7318784,7318871,10.010319232940674,251,3,0.7395747775664292
3,0,236,5.294688148912952,7327270,7327323,10.010032415390015,251,3,0.752391171937709
3,0,235,4.095877369525212,7332523,7332564,10.01006531715393,251,3,0.7629472172284586
3,0,234,3.4963962386657297,7335242,7335277,10.01030707359314,251,3,0.7717919421271512
3,0,233,2.597332013786269,7336934,7336960,10.010272026062012,251,3,0.7793109984974804
3,0,232,2.3974771725538293,7337933,7337957,10.010522842407227,251,3,0.7857809419686006
3,0,231,2.497605711687671,7338476,7338501,10.009586334228516,251,3,0.7914066972989469
3,0,230,2.2978353483609095,7338827,7338850,10.009420394897461,251,3,0.7963437460852678
3,0,229,2.497474185050591,7339072,7339097,10.01011347770691,251,3,0.8007108940141503
3,0,228,1.5983864859624946,7339224,7339240,10.01009464263916,251,3,0.8046025351386975
3,0,227,2.197836330892113,7339323,7339345,10.009844541549683,251,3,0.8080911321309021
3,0,226,1.5982972166270022,7339398,7339414,10.010653734207153,251,3,0.8112371338847024
3,0,225,2.097825751703922,7339449,7339470,10.010364294052124,251,3,0.8140880245479332
3,0,224,1.9979646912250049,7339496,7339516,10.010186910629272,251,3,0.8166838490138209
3,0,223,1.4985095662218553,7339537,7339552,10.00994610786438,251,3,0.8190575364064412
3,0,222,1.7982092094736168,7339570,7339588,10.009958744049072,251,3,0.8212362757616909
3,0,221,1.3985616266039178,7339605,7339619,10.010284662246704,251,3,0.8232432589296284
3,0,220,1.4985321594419834,7339630,7339645,10.009795188903809,251,3,0.8250980563239723
3,0,219,1.298692669823044,7339656,7339669,10.010066509246826,251,3,0.8268173309302326
3,0,218,1.098884584610338,7339684,7339695,10.01015043258667,251,3,0.8284153892362528
3,0,217,1.3986780549179778,7339703,7339717,10.009451389312744,251,3,0.8299049337116395
3,0,216,1.1987076958515401,7339727,7339739,10.010780811309814,251,3,0.8312964012669265
3,0,215,1.1987730472530003,7339751,7339763,10.010235071182251,251,3,0.8325993406639545
3,0,214,1.6982367798021596,7339774,7339791,10.010382652282715,251,3,0.8338226384699037
3,0,213,0.8991291255777694,7339802,7339811,10.009685754776001,251,3,0.8349718017691092
3,0,212,0.6993388775388409,7339820,7339827,10.009453535079956,251,3,0.8360539397462561
3,0,211,1.1987883797408587,7339838,7339850,10.010107040405273,251,3,0.837075998395337
3,0,210,1.1987589428526046,7339861,7339873,10.010352849960327,251,3,0.8380421743920876
3,0,209,0.9989808704265432,7339882,7339892,10.010201692581177,251,3,0.8389565110878889
3,0,208,1.0988939022358752,7339900,7339911,10.01006555557251,251,3,0.8398237476673579
3,0,207,0.9989255540979487,7339920,7339930,10.010756015777588,251,3,0.8406469955154752
3,0,206,0.49951113623068016,7339934,7339939,10.00978684425354,251,3,0.841428247282601
3,0,205,0.8990673227719991,7339947,7339956,10.010373830795288,251,3,0.8421732305218854
3,0,204,0.8991004502464737,7339962,7339971,10.010004997253418,251,3,0.8428833776178016
3,0,203,0.8991336658278203,7339979,7339988,10.009635210037231,251,3,0.843561120540699
3,0,202,0.7992168090513795,7339995,7340003,10.009799480438232,251,3,0.8442082586968997
3,0,201,0.6993215205517813,7340011,7340018,10.00970196723938,251,3,0.8448267582286283
3,0,200,1.098903769668896,7340023,7340034,10.009975671768188,251,3,0.8454207537487264
3,0,199,0.49948279768499715,7340037,7340042,10.01035475730896,251,3,0.8459871756908792
3,0,198,0.19980045696873752,7340044,7340046,10.009987115859985,251,3,0.8465288191363268
3,0,197,0.39959918171944336,7340052,7340056,10.010030508041382,251,3,0.8470497222162361
3,0,196,0.7992225199399331,7340059,7340067,10.009727954864502,251,3,0.8475524897675133
3,0,195,0.1997976397625267,7340070,7340072,10.010128259658813,251,3,0.8480323620968966
3,0,194,0.49952104715270296,7340074,7340079,10.009588241577148,251,3,0.8484959647535795
3,0,193,0.3996044355259275,7340082,7340086,10.009898900985718,251,3,0.8489417721008998
3,0,192,0.29971249265332445,7340088,7340091,10.009592771530151,251,3,0.8493706767741118
3,0,191,0.3995883794897977,7340092,7340096,10.010301113128662,251,3,0.8497850076197636
3,0,190,0.49948393973044825,7340102,7340107,10.010331869125366,251,3,0.8501856538050409
3,0,189,0.29968334040728783,7340110,7340113,10.010566473007202,251,3,0.850570978890251
3,0,188,0.2996946180276898,7340114,7340117,10.010189771652222,251,3,0.8509432796737291
3,0,187,0.29973153318789475,7340118,7340121,10.008956909179688,251,3,0.8513032219937113
3,0,186,0.39959219589363987,7340123,7340127,10.010205507278442,251,3,0.8516523599882793
3,0,185,0.19979288114869057,7340127,7340129,10.010366678237915,251,3,0.8519884338512891
3,0,184,0.3996054444248684,7340134,7340138,10.009873628616333,251,3,0.8523158800215447
3,0,183,0.3996214161641292,7340139,7340143,10.0094735622406,251,3,0.8526332581822844
3,0,182,0.3996096418798661,7340148,7340152,10.00976848602295,251,3,0.8529410464601765
3,0,181,0.1998051445571669,7340154,7340156,10.00975227355957,251,3,0.8532374418722353
3,0,180,0.3996113456339253,7340160,7340164,10.00972580909729,251,3,0.8535273813635134
3,0,179,0.0,7340165,7340165,10.010608196258545,251,3,0.8535273813635134
3,0,178,0.29970664604552383,7340167,7340170,10.009788036346436,251,3,0.8538079312142989
3,0,177,0.09990153718839095,7340171,7340172,10.00985598564148,251,3,0.8540779059064776
3,0,176,0.39960952766223645,7340173,7340177,10.009771347045898,251,3,0.8543441941845512
3,0,175,0.09989324058526813,7340180,7340181,10.010687351226807,251,3,0.8545990735308913
3,0,174,0.1997954698065023,7340183,7340185,10.010236978530884,251,3,0.854848318012059
3,0,173,0.09989690690957115,7340186,7340187,10.010319948196411,251,3,0.8550893609871001
3,0,172,0.09989736135267896,7340188,7340189,10.010274410247803,251,3,0.8553239145912791
3,0,171,0.19979861530636092,7340190,7340192,10.010079383850098,251,3,0.8555538119919874
3,0,170,0.299701599157276,7340193,7340196,10.00995659828186,251,3,0.8557793923820867
3,0,169,0.0,7340196,7340196,10.010740995407104,251,3,0.8557793923820867
3,0,168,0.19981469649673383,7340199,7340201,10.009273767471313,251,3,0.8559977660395495
3,0,167,0.19979202462227266,7340201,7340203,10.010409593582153,251,3,0.8562106721477595
3,0,166,0.19979965272440237,7340204,7340206,10.010027408599854,251,3,0.8564183252416085
3,0,165,0.0,7340206,7340206,10.009721517562866,251,3,0.8564183252416085
3,0,164,0.09989611223888997,7340208,7340209,10.010399580001831,251,3,0.8566191228599728
3,0,163,0.0,7340209,7340209,10.009490966796875,251,3,0.8566191228599728
3,0,162,0.0,7340212,7340212,10.010296821594238,251,3,0.8566191228599728
3,0,161,0.09989184645340105,7340213,7340214,10.01082706451416,251,3,0.8568151335175658
3,0,160,0.0,7340215,7340215,10.00989818572998,251,3,0.8568151335175658
3,0,159,0.09989365455000479,7340216,7340217,10.010645866394043,251,3,0.8570064859919057
3,0,158,0.09989752076563875,7340219,7340220,10.010258436203003,251,3,0.8571932959057151
3,0,157,0.09990184414393492,7340220,7340221,10.009825229644775,251,3,0.8573757293179609
3,0,156,0.09990804790560484,7340221,7340222,10.009203672409058,251,3,0.8575539444683568
3,0,155,0.09989676891195891,7340222,7340223,10.010333776473999,251,3,0.8577280917363578
3,0,154,0.0,7340223,7340223,10.010185241699219,251,3,0.8577280917363578
3,0,153,0.0,7340223,7340223,10.010258913040161,251,3,0.8577280917363578
3,1,180,1.7981990159925505,16170841,16170859,10.010015487670898,,,
3,1,179,1.6983700635393226,16170876,16170893,10.009597063064575,,,
3,1,178,1.4984097073525715,16170917,16170932,10.010613203048706,,,
3,1,177,4.09579435178893,16170954,16170995,10.010268211364746,,,
3,1,176,13.88638246542965,16171022,16171161,10.009806394577026,177,1,-0.47073692274755574
3,1,175,81.4128378990684,16171189,16172004,10.010706186294556,175,1,0.358743323640066
3,1,174,404.107791424434,16172045,16176090,10.009705543518066,174,1,0.7844639337897896
3,1,173,1710.7393082219705,16176183,16193307,10.0097074508667,173,1,0.8736747024774496
3,1,172,5540.245098224622,16193631,16249089,10.010026454925537,172,1,0.8457080593111603
3,1,171,11662.377969728723,16249617,16366354,10.009708166122437,172,1,0.8062221901342541
3,1,170,23626.975618708082,16367429,16603938,10.010125875473022,171,1,0.7118378742368636
3,1,169,41199.77668790195,16605900,241094,10.010005712509155,170,1,0.6859923974746645
3,1,168,60570.70085110574,244046,850356,10.009955167770386,169,1,0.7098475821271901
3,1,167,79543.6219679197,853966,1650158,10.009501457214355,168,1,0.7370458126394517
3,1,166,85123.39733380704,1654090,2506161,10.009833097457886,168,2,0.8224441617532476
3,1,165,84751.07008142537,2510143,3358508,10.010080099105835,167,2,0.8619908622163276
3,1,164,81355.11758764661,3362398,4176779,10.010200023651123,167,2,0.8737895090936028
3,1,163,78770.95187367742,4180480,4968941,10.00954008102417,166,2,0.8720364696198009
3,1,162,77538.16496645498,4972573,5748737,10.010089874267578,166,2,0.8611817635970269
3,1,161,79134.38076671245,5752450,6544580,10.009934902191162,165,3,0.8395752871369516
3,1,160,83562.88873718705,6548450,7384903,10.009862184524536,165,3,0.8055483119094142
3,1,159,96331.99575430946,7389253,8353562,10.01026701927185,164,3,0.7927979244146135
3,1,158,107403.18570964193,8358406,9433524,10.010112762451172,163,4,0.7387926576694557
3,1,157,121715.78466813292,9439095,10657492,10.010180711746216,163,4,0.6464254943793742
3,1,156,136347.47896816867,10663673,12028498,10.009902715682983,162,4,0.5362550030362805
3,1,155,145489.6237039445,12037040,13493398,10.010047197341919,161,5,0.48139654609096916
3,1,154,150063.266584076,13500275,15002422,10.010091304779053,160,5,0.4814081374164968
3,1,153,142539.54244546895,15009268,16436107,10.010127544403076,160,5,0.522511900933496
3,1,152,123284.08865366597,16442140,899030,10.01026177406311,159,5,0.5680321329846543
3,1,151,87413.52093943869,903439,1778420,10.009675741195679,159,5,0.6157078477860325
3,1,150,60342.503758354826,1781537,2385579,10.010224342346191,159,6,0.6566051495923105
3,1,149,35136.16101831298,2387627,2739355,10.010427713394165,158,6,0.6859857257421512
3,1,148,21088.408135473688,2740435,2951520,10.009527444839478,158,6,0.7070442525185557
3,1,147,11976.53908587104,2952233,3072126,10.010654926300049,158,6,0.7226049167718968
3,1,146,5928.558718414362,3072582,3131929,10.010358810424805,158,6,0.7345998496919546
3,1,145,2951.987909637243,3132146,3161696,10.01020359992981,158,6,0.7447101036763808
3,1,144,1694.0185439105014,3161827,3178784,10.009925842285156,158,6,0.7536700665768901
3,1,143,753.0991405257018,3178862,3186401,10.010634183883667,158,6,0.7615014835445408
3,1,142,288.98739397401823,3186435,3189328,10.010817289352417,158,6,0.7684189762709424
3,1,141,112.58289704205384,3189366,3190493,10.010401487350464,158,6,0.7746058162374714
3,1,140,54.044741517544274,3190519,3191060,10.01022458076477,158,6,0.780187303097399
3,1,139,23.774557285825455,3191080,3191318,10.010701656341553,158,6,0.7852446955434531
3,1,138,9.589989544814799,3191340,3191436,10.010438442230225,158,6,0.789849513328176
3,1,137,4.8949304846448305,3191457,3191506,10.010356664657593,158,6,0.7940627358635244
3,1,136,2.8970469392575975,3191524,3191553,10.010193347930908,158,6,0.797932989429978
3,1,135,1.7983369375911882,3191572,3191590,10.009247779846191,158,6,0.8015006966326546
3,1,134,1.3986399096013806,3191610,3191624,10.009724378585815,158,6,0.8048003795417248
3,1,133,1.5985288045665293,3191641,3191657,10.009203433990479,158,6,0.8078617051071211
3,1,132,1.4984488570100387,3191674,3191689,10.010351657867432,158,6,0.8107093390499046
3,1,131,0.8990503638203542,3191706,3191715,10.010562658309937,158,6,0.8133642699558666
3,1,130,0.7991938711379473,3191732,3191740,10.01008677482605,158,6,0.8158458882919881
3,1,129,1.2986768946394507,3191755,3191768,10.010188102722168,158,6,0.8181714415431286
3,1,128,0.499498727311373,3191778,3191783,10.010035514831543,158,6,0.8203535101364583
3,1,127,1.0988824384380813,3191796,3191807,10.010169982910156,158,6,0.8224068330592723
3,1,126,0.9990055446743669,3191822,3191832,10.009954452514648,158,6,0.8243416005109889
3,1,125,1.1988120502175523,3191844,3191856,10.009909391403198,158,6,0.8261682741177885
3,1,124,1.0988738014881427,3191866,3191877,10.01024866104126,158,6,0.8278952410727507
3,1,123,0.9989942186387853,3191887,3191897,10.0100679397583,158,6,0.8295304287701645
3,1,122,0.6992893074677128,3191908,3191915,10.010163068771362,158,6,0.8310805636130277
3,1,121,0.4995306491052964,3191924,3191929,10.009395837783813,158,6,0.8325522016990343
3,1,120,0.8991347366481941,3191939,3191948,10.009623289108276,158,6,0.8339523126670423
3,1,119,0.29970084249561396,3191954,3191957,10.009981870651245,158,6,0.8352840444083747
3,1,118,0.09990429271732153,3191964,3191965,10.00957989692688,158,6,0.8365529190369458
3,1,117,0.09989814890523828,3191968,3191969,10.01019549369812,158,6,0.8377636567719026
3,1,116,0.09989891505589754,3191974,3191975,10.01011872291565,158,6,0.8389201653938014
3,1,115,0.1997991720844291,3191982,3191984,10.010051488876343,158,6,0.8400262549043703
3,1,114,0.19979645960515813,3191988,3191990,10.01018738746643,158,6,0.8410849469646782
3,1,113,0.39958102288709757,3191993,3191997,10.010485410690308,158,6,0.8420997506021339
3,1,112,0.19981312110150887,3192000,3192002,10.009352684020996,158,6,0.8430723573201013
3,1,111,0.19980207499470817,3192007,3192009,10.00990605354309,158,6,0.8440058128002516
3,1,110,0.09990499709107929,3192012,3192013,10.009509325027466,158,6,0.8449021501250082
3,1,109,0.0,3192016,3192016,10.009806394577026,158,6,0.8449021501250082
3,1,108,0.0,3192020,3192020,10.009990930557251,158,6,0.8449021501250082
3,2,170,4868.012447859719,6433289,6482019,10.010245561599731,,,
3,2,169,11275.737983331734,6482508,6595378,10.009987831115723,,,
3,2,168,26143.559873550064,6596475,6858180,10.010304689407349,,,
3,2,167,47609.36674943225,6860189,7336748,10.009773969650269,,,
3,2,166,67894.37573226824,7339614,8019181,10.009179592132568,167,1,0.5525947373127558
3,2,165,78686.08837314465,8022727,8810386,10.010143041610718,166,1,0.64959952701596
3,2,164,83356.6058073661,8814251,9648648,10.009968519210815,166,1,0.6894417702795105
3,2,163,82755.82904492386,9652450,10480813,10.009723901748657,165,2,0.682337260772016
3,2,162,79666.43082790304,10484591,11282042,10.009874820709229,165,2,0.6571006188425682
3,2,161,76796.5218610954,11285938,12054671,10.009997606277466,164,2,0.6215787673168212
3,2,160,76030.36787563619,12058187,12819269,10.010236978530884,164,2,0.5682469943444644
3,2,159,89307.94861769676,12823282,13717211,10.009512186050415,163,3,0.4968341842221803
3,2,158,101436.00033716165,13721835,14737229,10.010193586349487,162,3,0.39349967221745397
3,2,157,114061.14509696326,14742389,15884197,10.010490417480469,162,3,0.22044076031269577
3,2,156,129464.69530134051,15890159,408885,10.010003089904785,161,4,0.010542701191112447
3,2,155,138799.00494084205,415104,1804501,10.010136604309082,160,4,-0.0680983458950628
3,2,154,146646.76347138482,1812179,3280033,10.009453773498535,160,4,-0.07793649894702215
3,2,153,143402.76227037955,3286737,4722210,10.010079145431519,159,4,0.02325384567708544
3,2,152,124595.87408404156,4727946,5975098,10.00957703590393,159,5,0.11524351700612034
3,2,151,95681.21062205768,5980507,6938292,10.010168075561523,158,5,0.21486359292598345
3,2,150,63225.32427636642,6941671,7574591,10.01054573059082,158,5,0.32547420777883773
3,2,149,42158.24768927357,7577097,7999066,10.00916838645935,158,5,0.42995026611430986
3,2,148,23529.832581961004,8000388,8235914,10.009675979614258,157,5,0.5170277625860287
3,2,147,15852.938120493072,8236759,8395451,10.010257959365845,157,5,0.5846936480217296
3,2,146,7698.292690940034,8395914,8472975,10.010141611099243,157,5,0.6353071917268768
3,2,145,3983.6131824208187,8473229,8513103,10.009505987167358,157,5,0.6736130170211441
3,2,144,1741.8478961291864,8513264,8530700,10.010058879852295,157,5,0.7029614503275063
3,2,143,764.9648188627158,8530769,8538426,10.009610652923584,157,5,0.7259935533208717
3,2,142,290.50493791436935,8538471,8541379,10.010156869888306,157,5,0.7444362015688006
3,2,141,129.06723409140412,8541415,8542707,10.010286569595337,157,5,0.759540321927296
3,2,140,46.85399838320207,8542733,8543202,10.009818077087402,157,5,0.7721176990540686
3,2,139,28.969836670464613,8543228,8543518,10.010411977767944,157,5,0.7827708175251535
3,2,138,11.388325233259685,8543540,8543654,10.010251522064209,157,5,0.7919000711230888
3,2,137,4.894730318968693,8543677,8543726,10.01076602935791,157,5,0.7998141444041682
3,2,136,2.197698609392125,8543743,8543765,10.010471820831299,157,5,0.8067418619027334
3,2,135,2.0978850609798796,8543779,8543800,10.01008129119873,157,5,0.8128588776960866
3,2,134,1.3986211208827586,8543821,8543835,10.009858846664429,157,5,0.8182988042288605
3,2,133,1.8980532109943158,8543858,8543877,10.01025676727295,157,5,0.8231696435842093
3,2,132,0.9989803707677706,8543895,8543905,10.010206699371338,157,5,0.8275543852583549
3,2,131,1.3986464724465226,8543921,8543935,10.009677410125732,157,5,0.8315240553979297
3,2,130,0.9990312671502526,8543954,8543964,10.00969672203064,157,5,0.835133796183485
3,2,129,0.8990917559218786,8543970,8543979,10.010101795196533,157,5,0.8384308034235914
3,2,128,0.6993073790754901,8543991,8543998,10.009904384613037,157,5,0.8414538137380002
3,2,127,0.8990933405892,8544015,8544024,10.01008415222168,157,5,0.8442363382149725
3,2,126,1.2986952062608759,8544041,8544054,10.01004695892334,157,5,0.8468065422623781
3,2,125,1.298587447316733,8544061,8544074,10.01087760925293,157,5,0.8491872287497136
3,2,124,1.0989055494900024,8544091,8544102,10.00995945930481,157,5,0.8513981982628828
3,2,123,0.9990290303606355,8544111,8544121,10.009719133377075,157,5,0.8534571297919143
3,2,122,0.5993919770610805,8544129,8544135,10.010143995285034,157,5,0.8553784115866032
3,2,121,0.5994144485425916,8544145,8544151,10.009768724441528,157,5,0.8571762081137992
3,2,120,1.0988723096650859,8544162,8544173,10.010262250900269,157,5,0.8588634100864776
3,2,119,0.4994801686210478,8544180,8544185,10.010407447814941,157,5,0.8604472057741211
3,2,118,0.3995926907942408,8544194,8544198,10.010193109512329,157,5,0.8619378946740919
3,2,117,0.8991633070776002,8544207,8544216,10.009305238723755,157,5,0.863345189517565
3,2,116,0.29970245575999493,8544220,8544223,10.009927988052368,157,5,0.8646728482160843
3,2,115,0.29970038564513957,8544232,8544235,10.009997129440308,157,5,0.8659289759245492
3,2,114,0.1997893932287165,8544241,8544243,10.010541439056396,157,5,0.8671188803291272
3,2,113,0.299684625156646,8544247,8544250,10.010523557662964,157,5,0.8682482848883656
3,2,112,0.19979025449094773,8544252,8544254,10.010498285293579,157,5,0.8693210605404597
3,2,111,0.39959329038699576,8544257,8544261,10.010178089141846,157,5,0.8703423898203193
3,2,110,0.39963145864438143,8544265,8544269,10.009222030639648,157,5,0.8713152849037868
3,2,109,0.1997925432957264,8544272,8544274,10.010383605957031,157,5,0.8722423488600815
3,2,108,0.09990415231968536,8544275,8544276,10.009593963623047,157,5,0.8731270081186366
3,2,107,0.09990063298922354,8544278,8544279,10.009946584701538,157,5,0.8739724485852833
3,2,106,0.1997995813420819,8544281,8544283,10.01003098487854,157,5,0.8747816467618885
3,2,105,0.09990637017253061,8544287,8544288,10.009371757507324,157,5,0.8755560923809484
3,2,104,0.09990446880982981,8544290,8544291,10.009562253952026,157,5,0.8762983531369238
3,2,103,0.0,8544295,8544295,10.009979963302612,157,5,0.8762983531369238
3,2,102,0.0998998834681106,8544297,8544298,10.010021686553955,157,5,0.8770104124858459
3,2,101,0.0,8544298,8544298,10.010020971298218,157,5,0.8770104124858459
3,2,100,0.09989789907604237,8544300,8544301,10.010220527648926,157,5,0.8776940818093691
3,2,99,0.0,8544302,8544302,10.010253429412842,157,5,0.8776940818093691
3,2,98,0.0,8544302,8544302,10.01000690460205,157,5,0.8776940818093691
