run_timestamp,position_mm,delta_mm,sensor,chip,threshold,threshold_reg,counter_index,vth_bl,dac,integration_requested_s,measured_time_s,count_initial,count_final,hits,hits_per_s,status,analysis_mode,note
2026-05-21T11:10:16,87.3,40.0,sensor2_serial,1,1,5,1,120,254,20.000,20.750,5846798,7495643,1648845,82442.250000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:10:38,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,253,20.000,20.725,11487270,12582307,1095037,54751.850000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:10:38,87.3,40.0,sensor2_serial,1,1,5,1,120,253,20.000,20.725,7655569,9341798,1686229,84311.450000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:11:01,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,252,20.000,20.746,12649316,13049309,399993,19999.650000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:11:01,87.3,40.0,sensor2_serial,1,1,5,1,120,252,20.000,20.746,9505660,11364519,1858859,92942.950000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:11:24,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,251,20.000,20.735,13070248,13146252,76004,3800.200000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:11:24,87.3,40.0,sensor2_serial,1,1,5,1,120,251,20.000,20.735,11547276,13565333,2018057,100902.850000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:11:47,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,250,20.000,20.815,13150370,13173250,22880,1144.000000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:11:47,87.3,40.0,sensor2_serial,1,1,5,1,120,250,20.000,20.815,13755996,16028683,2272687,113634.350000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:12:10,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,249,20.000,20.727,13174343,13175862,1519,75.950000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
