adc;energy_eV;energy_MeV;fit_a_eV_per_ADC;fit_b_eV
6073.363460;1927204.493224;1.927204493;301.805063948065;94232.645876
6085.935536;1930998.809542;1.930998810;301.805063948065;94232.645876
6098.507613;1934793.125861;1.934793126;301.805063948065;94232.645876
6111.079689;1938587.442179;1.938587442;301.805063948065;94232.645876
6123.651765;1942381.758497;1.942381758;301.805063948065;94232.645876
6136.223842;1946176.074816;1.946176075;301.805063948065;94232.645876
6148.795918;1949970.391134;1.949970391;301.805063948065;94232.645876
6161.367994;1953764.707453;1.953764707;301.805063948065;94232.645876
6173.940071;1957559.023771;1.957559024;301.805063948065;94232.645876
6186.512147;1961353.340089;1.961353340;301.805063948065;94232.645876
6199.084224;1965147.656408;1.965147656;301.805063948065;94232.645876
6211.656300;1968941.972726;1.968941973;301.805063948065;94232.645876
6224.228376;1972736.289045;1.972736289;301.805063948065;94232.645876
6236.800453;1976530.605363;1.976530605;301.805063948065;94232.645876
6249.372529;1980324.921681;1.980324922;301.805063948065;94232.645876
6261.944606;1984119.238000;1.984119238;301.805063948065;94232.645876
6274.516682;1987913.554318;1.987913554;301.805063948065;94232.645876
6287.088758;1991707.870637;1.991707871;301.805063948065;94232.645876
6299.660835;1995502.186955;1.995502187;301.805063948065;94232.645876
6312.232911;1999296.503273;1.999296503;301.805063948065;94232.645876
6324.804988;2003090.819592;2.003090820;301.805063948065;94232.645876
6337.377064;2006885.135910;2.006885136;301.805063948065;94232.645876
6349.949140;2010679.452228;2.010679452;301.805063948065;94232.645876
6362.521217;2014473.768547;2.014473769;301.805063948065;94232.645876
6375.093293;2018268.084865;2.018268085;301.805063948065;94232.645876
6387.665369;2022062.401184;2.022062401;301.805063948065;94232.645876
6400.237446;2025856.717502;2.025856718;301.805063948065;94232.645876
6412.809522;2029651.033820;2.029651034;301.805063948065;94232.645876
6425.381599;2033445.350139;2.033445350;301.805063948065;94232.645876
6437.953675;2037239.666457;2.037239666;301.805063948065;94232.645876
6450.525751;2041033.982776;2.041033983;301.805063948065;94232.645876
6463.097828;2044828.299094;2.044828299;301.805063948065;94232.645876
6475.669904;2048622.615412;2.048622615;301.805063948065;94232.645876
6488.241981;2052416.931731;2.052416932;301.805063948065;94232.645876
6500.814057;2056211.248049;2.056211248;301.805063948065;94232.645876
6513.386133;2060005.564368;2.060005564;301.805063948065;94232.645876
6525.958210;2063799.880686;2.063799881;301.805063948065;94232.645876
6538.530286;2067594.197004;2.067594197;301.805063948065;94232.645876
6551.102363;2071388.513323;2.071388513;301.805063948065;94232.645876
6563.674439;2075182.829641;2.075182830;301.805063948065;94232.645876
6576.246515;2078977.145960;2.078977146;301.805063948065;94232.645876
6588.818592;2082771.462278;2.082771462;301.805063948065;94232.645876
6601.390668;2086565.778596;2.086565779;301.805063948065;94232.645876
6613.962744;2090360.094915;2.090360095;301.805063948065;94232.645876
6626.534821;2094154.411233;2.094154411;301.805063948065;94232.645876
6639.106897;2097948.727552;2.097948728;301.805063948065;94232.645876
6651.678974;2101743.043870;2.101743044;301.805063948065;94232.645876
6664.251050;2105537.360188;2.105537360;301.805063948065;94232.645876
6676.823126;2109331.676507;2.109331677;301.805063948065;94232.645876
6689.395203;2113125.992825;2.113125993;301.805063948065;94232.645876
6701.967279;2116920.309143;2.116920309;301.805063948065;94232.645876
6714.539356;2120714.625462;2.120714625;301.805063948065;94232.645876
6727.111432;2124508.941780;2.124508942;301.805063948065;94232.645876
6739.683508;2128303.258099;2.128303258;301.805063948065;94232.645876
6752.255585;2132097.574417;2.132097574;301.805063948065;94232.645876
6764.827661;2135891.890735;2.135891891;301.805063948065;94232.645876
6777.399738;2139686.207054;2.139686207;301.805063948065;94232.645876
6789.971814;2143480.523372;2.143480523;301.805063948065;94232.645876
6802.543890;2147274.839691;2.147274840;301.805063948065;94232.645876
6815.115967;2151069.156009;2.151069156;301.805063948065;94232.645876
6827.688043;2154863.472327;2.154863472;301.805063948065;94232.645876
6840.260119;2158657.788646;2.158657789;301.805063948065;94232.645876
6852.832196;2162452.104964;2.162452105;301.805063948065;94232.645876
6865.404272;2166246.421283;2.166246421;301.805063948065;94232.645876
6877.976349;2170040.737601;2.170040738;301.805063948065;94232.645876
6890.548425;2173835.053919;2.173835054;301.805063948065;94232.645876
6903.120501;2177629.370238;2.177629370;301.805063948065;94232.645876
