adc;energy_eV;energy_MeV;fit_a_eV_per_ADC;fit_b_eV
3533.804029;1160752.596908;1.160752597;301.805063948065;94232.645876
3546.376106;1164546.913227;1.164546913;301.805063948065;94232.645876
3558.948182;1168341.229545;1.168341230;301.805063948065;94232.645876
3571.520258;1172135.545863;1.172135546;301.805063948065;94232.645876
3584.092335;1175929.862182;1.175929862;301.805063948065;94232.645876
3596.664411;1179724.178500;1.179724179;301.805063948065;94232.645876
3609.236488;1183518.494819;1.183518495;301.805063948065;94232.645876
3621.808564;1187312.811137;1.187312811;301.805063948065;94232.645876
3634.380640;1191107.127455;1.191107127;301.805063948065;94232.645876
3646.952717;1194901.443774;1.194901444;301.805063948065;94232.645876
3659.524793;1198695.760092;1.198695760;301.805063948065;94232.645876
3672.096870;1202490.076411;1.202490076;301.805063948065;94232.645876
3684.668946;1206284.392729;1.206284393;301.805063948065;94232.645876
3697.241022;1210078.709047;1.210078709;301.805063948065;94232.645876
3709.813099;1213873.025366;1.213873025;301.805063948065;94232.645876
3722.385175;1217667.341684;1.217667342;301.805063948065;94232.645876
3734.957251;1221461.658003;1.221461658;301.805063948065;94232.645876
3747.529328;1225255.974321;1.225255974;301.805063948065;94232.645876
3760.101404;1229050.290639;1.229050291;301.805063948065;94232.645876
3772.673481;1232844.606958;1.232844607;301.805063948065;94232.645876
3785.245557;1236638.923276;1.236638923;301.805063948065;94232.645876
3797.817633;1240433.239595;1.240433240;301.805063948065;94232.645876
3810.389710;1244227.555913;1.244227556;301.805063948065;94232.645876
3822.961786;1248021.872231;1.248021872;301.805063948065;94232.645876
3835.533863;1251816.188550;1.251816189;301.805063948065;94232.645876
3848.105939;1255610.504868;1.255610505;301.805063948065;94232.645876
3860.678015;1259404.821187;1.259404821;301.805063948065;94232.645876
3873.250092;1263199.137505;1.263199138;301.805063948065;94232.645876
3885.822168;1266993.453823;1.266993454;301.805063948065;94232.645876
3898.394245;1270787.770142;1.270787770;301.805063948065;94232.645876
3910.966321;1274582.086460;1.274582086;301.805063948065;94232.645876
3923.538397;1278376.402778;1.278376403;301.805063948065;94232.645876
3936.110474;1282170.719097;1.282170719;301.805063948065;94232.645876
3948.682550;1285965.035415;1.285965035;301.805063948065;94232.645876
3961.254626;1289759.351734;1.289759352;301.805063948065;94232.645876
3973.826703;1293553.668052;1.293553668;301.805063948065;94232.645876
3986.398779;1297347.984370;1.297347984;301.805063948065;94232.645876
3998.970856;1301142.300689;1.301142301;301.805063948065;94232.645876
4011.542932;1304936.617007;1.304936617;301.805063948065;94232.645876
4024.115008;1308730.933326;1.308730933;301.805063948065;94232.645876
4036.687085;1312525.249644;1.312525250;301.805063948065;94232.645876
4049.259161;1316319.565962;1.316319566;301.805063948065;94232.645876
4061.831238;1320113.882281;1.320113882;301.805063948065;94232.645876
4074.403314;1323908.198599;1.323908199;301.805063948065;94232.645876
4086.975390;1327702.514918;1.327702515;301.805063948065;94232.645876
4099.547467;1331496.831236;1.331496831;301.805063948065;94232.645876
4112.119543;1335291.147554;1.335291148;301.805063948065;94232.645876
4124.691620;1339085.463873;1.339085464;301.805063948065;94232.645876
4137.263696;1342879.780191;1.342879780;301.805063948065;94232.645876
4149.835772;1346674.096510;1.346674097;301.805063948065;94232.645876
