Gap;Threshold;Total Hits;Measurement Time (s);hit rate
31.0;246;3469;300;11.563333333333333
31.0;245;3392;300;11.306666666666667
31.0;244;3287;300;10.956666666666667
31.0;243;3257;300;10.856666666666667
31.0;242;3390;300;11.3
31.0;241;3210;300;10.7
31.0;240;3308;300;11.026666666666667
31.0;239;3335;300;11.116666666666667
31.0;238;3338;300;11.126666666666667
31.0;237;3300;300;11.0
31.0;236;3281;300;10.936666666666667
31.0;235;3320;300;11.066666666666666
31.0;234;3341;300;11.136666666666667
31.0;233;3267;300;10.89
31.0;232;3337;300;11.123333333333333
31.0;231;3363;300;11.21
31.0;230;3349;300;11.163333333333334
31.0;229;3364;300;11.213333333333333
31.0;228;3363;300;11.21
31.0;227;3296;300;10.986666666666666
31.0;226;3219;300;10.73
31.0;225;3353;300;11.176666666666666
31.0;224;3297;300;10.99
31.0;223;3356;300;11.186666666666667
31.0;222;3263;300;10.876666666666667
31.0;221;3189;300;10.63
31.0;220;3213;300;10.71
31.0;219;3309;300;11.03
31.0;218;3401;300;11.336666666666666
31.0;217;3340;300;11.133333333333333
31.0;216;3195;300;10.65
31.0;215;3257;300;10.856666666666667
31.0;214;3389;300;11.296666666666667
31.0;213;3204;300;10.68
31.0;212;3242;300;10.806666666666667
31.0;211;3295;300;10.983333333333333
31.0;210;3339;300;11.13
31.0;209;3319;300;11.063333333333333
31.0;208;3287;300;10.956666666666667
31.0;207;3234;300;10.78
31.0;206;3418;300;11.393333333333333
31.0;205;3331;300;11.103333333333333
31.0;204;3348;300;11.16
31.0;203;3326;300;11.086666666666666
31.0;202;3347;300;11.156666666666666
31.0;201;3263;300;10.876666666666667
31.0;200;3371;300;11.236666666666666
31.0;199;3258;300;10.86
31.0;198;3308;300;11.026666666666667
31.0;197;3259;300;10.863333333333333
31.0;196;3254;300;10.846666666666666
31.0;195;3334;300;11.113333333333333
31.0;194;3307;300;11.023333333333333
31.0;193;3294;300;10.98
31.0;192;3192;300;10.64
31.0;191;3213;300;10.71
31.0;190;3380;300;11.266666666666667
31.0;189;3296;300;10.986666666666666
31.0;188;3289;300;10.963333333333333
31.0;187;3265;300;10.883333333333333
31.0;186;3323;300;11.076666666666666
31.0;185;3208;300;10.693333333333333
31.0;184;3263;300;10.876666666666667
31.0;183;3304;300;11.013333333333334
31.0;182;3311;300;11.036666666666667
31.0;181;3190;300;10.633333333333333
31.0;180;3267;300;10.89
31.0;179;3171;300;10.57
31.0;178;3214;300;10.713333333333333
31.0;177;3192;300;10.64
31.0;176;3350;300;11.166666666666666
31.0;175;3257;300;10.856666666666667
31.0;174;3263;300;10.876666666666667
31.0;173;3296;300;10.986666666666666
31.0;172;3233;300;10.776666666666667
31.0;171;3193;300;10.643333333333333
31.0;170;3248;300;10.826666666666666
31.0;169;3261;300;10.87
31.0;168;3249;300;10.83
31.0;167;3192;300;10.64
31.0;166;3067;300;10.223333333333333
31.0;165;3302;300;11.006666666666666
31.0;164;3292;300;10.973333333333333
31.0;163;3216;300;10.72
31.0;162;3176;300;10.586666666666666
31.0;161;3120;300;10.4
31.0;160;3221;300;10.736666666666666
31.0;159;3206;300;10.686666666666667
31.0;158;3173;300;10.576666666666666
31.0;157;3266;300;10.886666666666667
31.0;156;3333;300;11.11
31.0;155;3254;300;10.846666666666666
31.0;154;3195;300;10.65
31.0;153;3161;300;10.536666666666667
31.0;152;3267;300;10.89
31.0;151;3342;300;11.14
31.0;150;3212;300;10.706666666666667
31.0;149;3244;300;10.813333333333333
31.0;148;3242;300;10.806666666666667
31.0;147;3261;300;10.87
31.0;146;3307;300;11.023333333333333
31.0;145;3221;300;10.736666666666666
31.0;144;3230;300;10.766666666666667
31.0;143;3167;300;10.556666666666667
31.0;142;3163;300;10.543333333333333
31.0;141;3169;300;10.563333333333333
31.0;140;3276;300;10.92
31.0;139;3213;300;10.71
31.0;138;3172;300;10.573333333333334
31.0;137;3145;300;10.483333333333333
31.0;136;3248;300;10.826666666666666
31.0;135;3174;300;10.58
31.0;134;3179;300;10.596666666666666
31.0;133;3139;300;10.463333333333333
31.0;132;3186;300;10.62
31.0;131;3266;300;10.886666666666667
31.0;130;3207;300;10.69
31.0;129;3074;300;10.246666666666666
31.0;128;3190;300;10.633333333333333
31.0;127;3156;300;10.52
31.0;126;3245;300;10.816666666666666
31.0;125;3057;300;10.19
31.0;124;3060;300;10.2
31.0;123;3152;300;10.506666666666666
31.0;122;3035;300;10.116666666666667
31.0;121;3162;300;10.54
31.0;120;3031;300;10.103333333333333
31.0;119;3149;300;10.496666666666666
31.0;118;3124;300;10.413333333333334
31.0;117;2996;300;9.986666666666666
31.0;116;3087;300;10.29
31.0;115;3081;300;10.27
31.0;114;2981;300;9.936666666666667
31.0;113;3023;300;10.076666666666666
31.0;112;3017;300;10.056666666666667
31.0;111;2925;300;9.75
31.0;110;2845;300;9.483333333333333
31.0;109;2849;300;9.496666666666666
31.0;108;2794;300;9.313333333333333
31.0;107;2779;300;9.263333333333334
31.0;106;2660;300;8.866666666666667
31.0;105;2535;300;8.45
31.0;104;2478;300;8.26
31.0;103;2478;300;8.26
31.0;102;2410;300;8.033333333333333
31.0;101;2152;300;7.173333333333333
31.0;100;2015;300;6.716666666666667
