Gap;Threshold;Total Hits;Measurement Time (s);hit rate
34.5;246;2668;300;8.893333333333333
34.5;245;2746;300;9.153333333333334
34.5;244;2662;300;8.873333333333333
34.5;243;2543;300;8.476666666666667
34.5;242;2673;300;8.91
34.5;241;2587;300;8.623333333333333
34.5;240;2676;300;8.92
34.5;239;2655;300;8.85
34.5;238;2611;300;8.703333333333333
34.5;237;2643;300;8.81
34.5;236;2674;300;8.913333333333334
34.5;235;2594;300;8.646666666666667
34.5;234;2595;300;8.65
34.5;233;2524;300;8.413333333333334
34.5;232;2674;300;8.913333333333334
34.5;231;2484;300;8.28
34.5;230;2584;300;8.613333333333333
34.5;229;2591;300;8.636666666666667
34.5;228;2596;300;8.653333333333334
34.5;227;2577;300;8.59
34.5;226;2600;300;8.666666666666666
34.5;225;2564;300;8.546666666666667
34.5;224;2665;300;8.883333333333333
34.5;223;2566;300;8.553333333333333
34.5;222;2485;300;8.283333333333333
34.5;221;2640;300;8.8
34.5;220;2633;300;8.776666666666667
34.5;219;2522;300;8.406666666666666
34.5;218;2726;300;9.086666666666666
34.5;217;2582;300;8.606666666666667
34.5;216;2601;300;8.67
34.5;215;2593;300;8.643333333333333
34.5;214;2594;300;8.646666666666667
34.5;213;2597;300;8.656666666666666
34.5;212;2497;300;8.323333333333334
34.5;211;2518;300;8.393333333333333
34.5;210;2517;300;8.39
34.5;209;2583;300;8.61
34.5;208;2636;300;8.786666666666667
34.5;207;2565;300;8.55
34.5;206;2528;300;8.426666666666666
34.5;205;2582;300;8.606666666666667
34.5;204;2490;300;8.3
34.5;203;2523;300;8.41
34.5;202;2618;300;8.726666666666667
34.5;201;2496;300;8.32
34.5;200;2548;300;8.493333333333334
34.5;199;2457;300;8.19
34.5;198;2590;300;8.633333333333333
34.5;197;2516;300;8.386666666666667
34.5;196;2535;300;8.45
34.5;195;2489;300;8.296666666666667
34.5;194;2432;300;8.106666666666667
34.5;193;2456;300;8.186666666666667
34.5;192;2532;300;8.44
34.5;191;2489;300;8.296666666666667
34.5;190;2534;300;8.446666666666667
34.5;189;2468;300;8.226666666666667
34.5;188;2458;300;8.193333333333333
34.5;187;2429;300;8.096666666666666
34.5;186;2434;300;8.113333333333333
34.5;185;2358;300;7.86
34.5;184;2423;300;8.076666666666666
34.5;183;2450;300;8.166666666666666
34.5;182;2312;300;7.706666666666667
34.5;181;2300;300;7.666666666666667
34.5;180;2390;300;7.966666666666667
34.5;179;2251;300;7.503333333333333
34.5;178;2290;300;7.633333333333334
34.5;177;2114;300;7.046666666666667
34.5;176;2115;300;7.05
34.5;175;2074;300;6.913333333333333
34.5;174;1856;300;6.1866666666666665
34.5;173;1794;300;5.98
34.5;172;1795;300;5.983333333333333
34.5;171;1683;300;5.61
34.5;170;1552;300;5.173333333333333
34.5;169;1509;300;5.03
34.5;168;1410;300;4.7
34.5;167;1402;300;4.673333333333333
34.5;166;1316;300;4.386666666666667
34.5;165;1162;300;3.8733333333333335
34.5;164;1098;300;3.66
34.5;163;920;300;3.066666666666667
34.5;162;833;300;2.776666666666667
34.5;161;712;300;2.3733333333333335
34.5;160;653;300;2.1766666666666667
34.5;159;565;300;1.8833333333333333
34.5;158;474;300;1.58
34.5;157;357;300;1.19
34.5;156;330;300;1.1
34.5;155;274;300;0.9133333333333333
34.5;154;259;300;0.8633333333333333
34.5;153;202;300;0.6733333333333333
34.5;152;163;300;0.5433333333333333
34.5;151;136;300;0.4533333333333333
34.5;150;126;300;0.42
34.5;149;86;300;0.2866666666666667
34.5;148;57;300;0.19
34.5;147;46;300;0.15333333333333332
34.5;146;45;300;0.15
34.5;145;26;300;0.08666666666666667
34.5;144;22;300;0.07333333333333333
34.5;143;9;300;0.03
34.5;142;10;300;0.03333333333333333
34.5;141;7;300;0.023333333333333334
34.5;140;5;300;0.016666666666666666
34.5;139;2;300;0.006666666666666667
34.5;138;6;300;0.02
34.5;137;0;300;0.0
34.5;136;1;300;0.0033333333333333335
34.5;135;0;300;0.0
34.5;134;2;300;0.006666666666666667
34.5;133;0;300;0.0
34.5;132;0;300;0.0
