Gap;Threshold;Total Hits;Measurement Time (s);hit rate
36.0;246;2548;300;8.493333333333334
36.0;245;2409;300;8.03
36.0;244;2479;300;8.263333333333334
36.0;243;2410;300;8.033333333333333
36.0;242;2457;300;8.19
36.0;241;2358;300;7.86
36.0;240;2455;300;8.183333333333334
36.0;239;2317;300;7.723333333333334
36.0;238;2345;300;7.816666666666666
36.0;237;2402;300;8.006666666666666
36.0;236;2328;300;7.76
36.0;235;2296;300;7.653333333333333
36.0;234;2360;300;7.866666666666666
36.0;233;2351;300;7.836666666666667
36.0;232;2306;300;7.6866666666666665
36.0;231;2239;300;7.463333333333333
36.0;230;2237;300;7.456666666666667
36.0;229;2279;300;7.596666666666667
36.0;228;2357;300;7.8566666666666665
36.0;227;2287;300;7.623333333333333
36.0;226;2322;300;7.74
36.0;225;2315;300;7.716666666666667
36.0;224;2287;300;7.623333333333333
36.0;223;2297;300;7.656666666666666
36.0;222;2407;300;8.023333333333333
36.0;221;2315;300;7.716666666666667
36.0;220;2262;300;7.54
36.0;219;2191;300;7.303333333333334
36.0;218;2207;300;7.3566666666666665
36.0;217;2169;300;7.23
36.0;216;2276;300;7.586666666666667
36.0;215;2247;300;7.49
36.0;214;2165;300;7.216666666666667
36.0;213;2110;300;7.033333333333333
36.0;212;2071;300;6.903333333333333
36.0;211;2104;300;7.013333333333334
36.0;210;2096;300;6.986666666666666
36.0;209;2008;300;6.693333333333333
36.0;208;2094;300;6.98
36.0;207;1899;300;6.33
36.0;206;1900;300;6.333333333333333
36.0;205;1752;300;5.84
36.0;204;1699;300;5.663333333333333
36.0;203;1627;300;5.423333333333333
36.0;202;1568;300;5.226666666666667
36.0;201;1412;300;4.706666666666667
36.0;200;1393;300;4.6433333333333335
36.0;199;1294;300;4.3133333333333335
36.0;198;1303;300;4.343333333333334
36.0;197;1152;300;3.84
36.0;196;1052;300;3.506666666666667
36.0;195;961;300;3.203333333333333
36.0;194;925;300;3.0833333333333335
36.0;193;750;300;2.5
36.0;192;716;300;2.3866666666666667
36.0;191;900;300;3.0
36.0;190;847;300;2.8233333333333333
36.0;189;743;300;2.4766666666666666
36.0;188;694;300;2.3133333333333335
36.0;187;641;300;2.1366666666666667
36.0;186;504;300;1.68
36.0;185;416;300;1.3866666666666667
36.0;184;376;300;1.2533333333333334
36.0;183;346;300;1.1533333333333333
36.0;182;266;300;0.8866666666666667
36.0;181;231;300;0.77
36.0;180;174;300;0.58
36.0;179;162;300;0.54
36.0;178;150;300;0.5
36.0;177;104;300;0.3466666666666667
36.0;176;64;300;0.21333333333333335
36.0;175;52;300;0.17333333333333334
36.0;174;35;300;0.11666666666666667
36.0;173;22;300;0.07333333333333333
36.0;172;18;300;0.06
36.0;171;11;300;0.03666666666666667
36.0;170;14;300;0.04666666666666667
36.0;169;10;300;0.03333333333333333
36.0;168;7;300;0.023333333333333334
36.0;167;7;300;0.023333333333333334
36.0;166;3;300;0.01
36.0;165;2;300;0.006666666666666667
36.0;164;1;300;0.0033333333333333335
36.0;163;2;300;0.006666666666666667
36.0;162;1;300;0.0033333333333333335
36.0;161;1;300;0.0033333333333333335
36.0;160;0;300;0.0
36.0;159;1;300;0.0033333333333333335
36.0;158;1;300;0.0033333333333333335
36.0;157;1;300;0.0033333333333333335
36.0;156;0;300;0.0
36.0;155;0;300;0.0
