Gap;Threshold;Total Hits;Measurement Time (s);hit rate
33.5;246;2801;300;9.336666666666666
33.5;245;2829;300;9.43
33.5;244;2810;300;9.366666666666667
33.5;243;2821;300;9.403333333333334
33.5;242;2724;300;9.08
33.5;241;2850;300;9.5
33.5;240;2800;300;9.333333333333334
33.5;239;2700;300;9.0
33.5;238;2810;300;9.366666666666667
33.5;237;2827;300;9.423333333333334
33.5;236;2840;300;9.466666666666667
33.5;235;2824;300;9.413333333333334
33.5;234;2733;300;9.11
33.5;233;2890;300;9.633333333333333
33.5;232;2818;300;9.393333333333333
33.5;231;2746;300;9.153333333333334
33.5;230;2759;300;9.196666666666667
33.5;229;2839;300;9.463333333333333
33.5;228;2798;300;9.326666666666666
33.5;227;2760;300;9.2
33.5;226;2815;300;9.383333333333333
33.5;225;2720;300;9.066666666666666
33.5;224;2711;300;9.036666666666667
33.5;223;2731;300;9.103333333333333
33.5;222;2860;300;9.533333333333333
33.5;221;2897;300;9.656666666666666
33.5;220;2805;300;9.35
33.5;219;2732;300;9.106666666666667
33.5;218;2777;300;9.256666666666666
33.5;217;2803;300;9.343333333333334
33.5;216;2734;300;9.113333333333333
33.5;215;2656;300;8.853333333333333
33.5;214;2766;300;9.22
33.5;213;2779;300;9.263333333333334
33.5;212;2735;300;9.116666666666667
33.5;211;2790;300;9.3
33.5;210;2754;300;9.18
33.5;209;2804;300;9.346666666666666
33.5;208;2802;300;9.34
33.5;207;2906;300;9.686666666666667
33.5;206;2789;300;9.296666666666667
33.5;205;2746;300;9.153333333333334
33.5;204;2704;300;9.013333333333334
33.5;203;2784;300;9.28
33.5;202;2806;300;9.353333333333333
33.5;201;2678;300;8.926666666666666
33.5;200;2708;300;9.026666666666667
33.5;199;2698;300;8.993333333333334
33.5;198;2649;300;8.83
33.5;197;2760;300;9.2
33.5;196;2767;300;9.223333333333333
33.5;195;2697;300;8.99
33.5;194;2735;300;9.116666666666667
33.5;193;2749;300;9.163333333333334
33.5;192;2749;300;9.163333333333334
33.5;191;2830;300;9.433333333333334
33.5;190;2839;300;9.463333333333333
33.5;189;2674;300;8.913333333333334
33.5;188;2809;300;9.363333333333333
33.5;187;2803;300;9.343333333333334
33.5;186;2804;300;9.346666666666666
33.5;185;2719;300;9.063333333333333
33.5;184;2619;300;8.73
33.5;183;2855;300;9.516666666666667
33.5;182;2731;300;9.103333333333333
33.5;181;2728;300;9.093333333333334
33.5;180;2622;300;8.74
33.5;179;2713;300;9.043333333333333
33.5;178;2647;300;8.823333333333334
33.5;177;2723;300;9.076666666666666
33.5;176;2736;300;9.12
33.5;175;2703;300;9.01
33.5;174;2647;300;8.823333333333334
33.5;173;2680;300;8.933333333333334
33.5;172;2649;300;8.83
33.5;171;2639;300;8.796666666666667
33.5;170;2575;300;8.583333333333334
33.5;169;2690;300;8.966666666666667
33.5;168;2537;300;8.456666666666667
33.5;167;2669;300;8.896666666666667
33.5;166;2635;300;8.783333333333333
33.5;165;2528;300;8.426666666666666
33.5;164;2668;300;8.893333333333333
33.5;163;2460;300;8.2
33.5;162;2493;300;8.31
33.5;161;2548;300;8.493333333333334
33.5;160;2404;300;8.013333333333334
33.5;159;2361;300;7.87
33.5;158;2347;300;7.823333333333333
33.5;157;2334;300;7.78
33.5;156;2225;300;7.416666666666667
33.5;155;2219;300;7.3966666666666665
33.5;154;2073;300;6.91
33.5;153;1982;300;6.6066666666666665
33.5;152;1941;300;6.47
33.5;151;1830;300;6.1
33.5;150;1816;300;6.053333333333334
33.5;149;1672;300;5.573333333333333
33.5;148;1601;300;5.336666666666667
33.5;147;1448;300;4.826666666666667
33.5;146;1324;300;4.413333333333333
33.5;145;1255;300;4.183333333333334
33.5;144;1149;300;3.83
33.5;143;941;300;3.1366666666666667
33.5;142;865;300;2.8833333333333333
33.5;141;742;300;2.473333333333333
33.5;140;680;300;2.2666666666666666
33.5;139;568;300;1.8933333333333333
33.5;138;507;300;1.69
33.5;137;406;300;1.3533333333333333
33.5;136;337;300;1.1233333333333333
33.5;135;310;300;1.0333333333333334
33.5;134;244;300;0.8133333333333334
33.5;133;177;300;0.59
33.5;132;160;300;0.5333333333333333
33.5;131;142;300;0.47333333333333333
33.5;130;102;300;0.34
33.5;129;58;300;0.19333333333333333
33.5;128;52;300;0.17333333333333334
33.5;127;117;300;0.39
33.5;126;90;300;0.3
33.5;125;57;300;0.19
33.5;124;47;300;0.15666666666666668
33.5;123;32;300;0.10666666666666667
33.5;122;28;300;0.09333333333333334
33.5;121;25;300;0.08333333333333333
33.5;120;17;300;0.056666666666666664
33.5;119;9;300;0.03
33.5;118;7;300;0.023333333333333334
33.5;117;7;300;0.023333333333333334
33.5;116;4;300;0.013333333333333334
33.5;115;3;300;0.01
33.5;114;1;300;0.0033333333333333335
33.5;113;1;300;0.0033333333333333335
33.5;112;0;300;0.0
33.5;111;0;300;0.0
