Gap;Threshold;Total Hits;Measurement Time (s);hit rate
35.5;246;2519;300;8.396666666666667
35.5;245;2464;300;8.213333333333333
35.5;244;2456;300;8.186666666666667
35.5;243;2393;300;7.976666666666667
35.5;242;2498;300;8.326666666666666
35.5;241;2439;300;8.13
35.5;240;2530;300;8.433333333333334
35.5;239;2468;300;8.226666666666667
35.5;238;2448;300;8.16
35.5;237;2496;300;8.32
35.5;236;2440;300;8.133333333333333
35.5;235;2440;300;8.133333333333333
35.5;234;2346;300;7.82
35.5;233;2491;300;8.303333333333333
35.5;232;2472;300;8.24
35.5;231;2415;300;8.05
35.5;230;2451;300;8.17
35.5;229;2404;300;8.013333333333334
35.5;228;2413;300;8.043333333333333
35.5;227;2395;300;7.983333333333333
35.5;226;2348;300;7.826666666666667
35.5;225;2311;300;7.703333333333333
35.5;224;2304;300;7.68
35.5;223;2405;300;8.016666666666667
35.5;222;2420;300;8.066666666666666
35.5;221;2383;300;7.943333333333333
35.5;220;2282;300;7.6066666666666665
35.5;219;2537;300;8.456666666666667
35.5;218;2367;300;7.89
35.5;217;2398;300;7.993333333333333
35.5;216;2351;300;7.836666666666667
35.5;215;2284;300;7.613333333333333
35.5;214;2325;300;7.75
35.5;213;2297;300;7.656666666666666
35.5;212;2314;300;7.713333333333333
35.5;211;2367;300;7.89
35.5;210;2386;300;7.953333333333333
35.5;209;2270;300;7.566666666666666
35.5;208;2264;300;7.546666666666667
35.5;207;2293;300;7.6433333333333335
35.5;206;2344;300;7.8133333333333335
35.5;205;2296;300;7.653333333333333
35.5;204;2186;300;7.286666666666667
35.5;203;2186;300;7.286666666666667
35.5;202;2264;300;7.546666666666667
35.5;201;2077;300;6.923333333333333
35.5;200;1992;300;6.64
35.5;199;2102;300;7.006666666666667
35.5;198;2006;300;6.6866666666666665
35.5;197;1915;300;6.383333333333334
35.5;196;1931;300;6.4366666666666665
35.5;195;1793;300;5.976666666666667
35.5;194;1883;300;6.276666666666666
35.5;193;1640;300;5.466666666666667
35.5;192;1639;300;5.463333333333333
35.5;191;1807;300;6.023333333333333
35.5;190;1736;300;5.786666666666667
35.5;189;1650;300;5.5
35.5;188;1702;300;5.673333333333333
35.5;187;1457;300;4.8566666666666665
35.5;186;1427;300;4.756666666666667
35.5;185;1312;300;4.373333333333333
35.5;184;1284;300;4.28
35.5;183;1124;300;3.7466666666666666
35.5;182;1030;300;3.433333333333333
35.5;181;991;300;3.3033333333333332
35.5;180;874;300;2.9133333333333336
35.5;179;862;300;2.8733333333333335
35.5;178;725;300;2.4166666666666665
35.5;177;580;300;1.9333333333333333
35.5;176;547;300;1.8233333333333333
35.5;175;384;300;1.28
35.5;174;357;300;1.19
35.5;173;271;300;0.9033333333333333
35.5;172;249;300;0.83
35.5;171;163;300;0.5433333333333333
35.5;170;199;300;0.6633333333333333
35.5;169;113;300;0.37666666666666665
35.5;168;111;300;0.37
35.5;167;86;300;0.2866666666666667
35.5;166;77;300;0.25666666666666665
35.5;165;52;300;0.17333333333333334
35.5;164;27;300;0.09
35.5;163;30;300;0.1
35.5;162;23;300;0.07666666666666666
35.5;161;12;300;0.04
35.5;160;11;300;0.03666666666666667
35.5;159;6;300;0.02
35.5;158;5;300;0.016666666666666666
35.5;157;3;300;0.01
35.5;156;0;300;0.0
35.5;155;0;300;0.0
