Gap;Threshold;Total Hits;Measurement Time (s);hit rate
32.5;246;3092;300;10.306666666666667
32.5;245;3024;300;10.08
32.5;244;3086;300;10.286666666666667
32.5;243;2978;300;9.926666666666666
32.5;242;2962;300;9.873333333333333
32.5;241;2966;300;9.886666666666667
32.5;240;3007;300;10.023333333333333
32.5;239;3020;300;10.066666666666666
32.5;238;2932;300;9.773333333333333
32.5;237;2910;300;9.7
32.5;236;2889;300;9.63
32.5;235;2987;300;9.956666666666667
32.5;234;2976;300;9.92
32.5;233;3028;300;10.093333333333334
32.5;232;2951;300;9.836666666666666
32.5;231;2990;300;9.966666666666667
32.5;230;3066;300;10.22
32.5;229;2952;300;9.84
32.5;228;3053;300;10.176666666666666
32.5;227;2914;300;9.713333333333333
32.5;226;3017;300;10.056666666666667
32.5;225;2960;300;9.866666666666667
32.5;224;3035;300;10.116666666666667
32.5;223;2893;300;9.643333333333333
32.5;222;2983;300;9.943333333333333
32.5;221;3055;300;10.183333333333334
32.5;220;2938;300;9.793333333333333
32.5;219;3071;300;10.236666666666666
32.5;218;2959;300;9.863333333333333
32.5;217;3048;300;10.16
32.5;216;3073;300;10.243333333333334
32.5;215;3008;300;10.026666666666667
32.5;214;2889;300;9.63
32.5;213;3109;300;10.363333333333333
32.5;212;2901;300;9.67
32.5;211;3043;300;10.143333333333333
32.5;210;2971;300;9.903333333333334
32.5;209;2910;300;9.7
32.5;208;3012;300;10.04
32.5;207;2967;300;9.89
32.5;206;3021;300;10.07
32.5;205;3034;300;10.113333333333333
32.5;204;2852;300;9.506666666666666
32.5;203;2979;300;9.93
32.5;202;2925;300;9.75
32.5;201;2895;300;9.65
32.5;200;2951;300;9.836666666666666
32.5;199;2944;300;9.813333333333333
32.5;198;2961;300;9.87
32.5;197;2925;300;9.75
32.5;196;2999;300;9.996666666666666
32.5;195;3004;300;10.013333333333334
32.5;194;3097;300;10.323333333333334
32.5;193;2839;300;9.463333333333333
32.5;192;2963;300;9.876666666666667
32.5;191;2917;300;9.723333333333333
32.5;190;2916;300;9.72
32.5;189;3014;300;10.046666666666667
32.5;188;3005;300;10.016666666666667
32.5;187;2906;300;9.686666666666667
32.5;186;2867;300;9.556666666666667
32.5;185;2877;300;9.59
32.5;184;2961;300;9.87
32.5;183;2849;300;9.496666666666666
32.5;182;2922;300;9.74
32.5;181;2948;300;9.826666666666666
32.5;180;2954;300;9.846666666666666
32.5;179;2910;300;9.7
32.5;178;2918;300;9.726666666666667
32.5;177;2903;300;9.676666666666666
32.5;176;2828;300;9.426666666666666
32.5;175;2991;300;9.97
32.5;174;2949;300;9.83
32.5;173;2948;300;9.826666666666666
32.5;172;2876;300;9.586666666666666
32.5;171;2950;300;9.833333333333334
32.5;170;2952;300;9.84
32.5;169;2868;300;9.56
32.5;168;2880;300;9.6
32.5;167;2869;300;9.563333333333333
32.5;166;2912;300;9.706666666666667
32.5;165;2966;300;9.886666666666667
32.5;164;2926;300;9.753333333333334
32.5;163;2941;300;9.803333333333333
32.5;162;2844;300;9.48
32.5;161;2954;300;9.846666666666666
32.5;160;2959;300;9.863333333333333
32.5;159;3043;300;10.143333333333333
32.5;158;2878;300;9.593333333333334
32.5;157;2821;300;9.403333333333334
32.5;156;2849;300;9.496666666666666
32.5;155;2953;300;9.843333333333334
32.5;154;2844;300;9.48
32.5;153;2895;300;9.65
32.5;152;2879;300;9.596666666666666
32.5;151;2969;300;9.896666666666667
32.5;150;2892;300;9.64
32.5;149;2823;300;9.41
32.5;148;2841;300;9.47
32.5;147;2839;300;9.463333333333333
32.5;146;2799;300;9.33
32.5;145;2724;300;9.08
32.5;144;2866;300;9.553333333333333
32.5;143;2765;300;9.216666666666667
32.5;142;2672;300;8.906666666666666
32.5;141;2683;300;8.943333333333333
32.5;140;2630;300;8.766666666666667
32.5;139;2646;300;8.82
32.5;138;2647;300;8.823333333333334
32.5;137;2608;300;8.693333333333333
32.5;136;2568;300;8.56
32.5;135;2517;300;8.39
32.5;134;2466;300;8.22
32.5;133;2333;300;7.776666666666666
32.5;132;2283;300;7.61
32.5;131;2303;300;7.676666666666667
32.5;130;2219;300;7.3966666666666665
32.5;129;2112;300;7.04
32.5;128;2024;300;6.746666666666667
32.5;127;2215;300;7.383333333333334
32.5;126;2198;300;7.326666666666667
32.5;125;2050;300;6.833333333333333
32.5;124;1901;300;6.336666666666667
32.5;123;1802;300;6.006666666666667
32.5;122;1724;300;5.746666666666667
32.5;121;1525;300;5.083333333333333
32.5;120;1447;300;4.823333333333333
32.5;119;1389;300;4.63
32.5;118;1295;300;4.316666666666666
32.5;117;1069;300;3.5633333333333335
32.5;116;1026;300;3.42
32.5;115;844;300;2.8133333333333335
32.5;114;780;300;2.6
32.5;113;638;300;2.1266666666666665
32.5;112;535;300;1.7833333333333334
32.5;111;384;300;1.28
32.5;110;322;300;1.0733333333333333
32.5;109;181;300;0.6033333333333334
32.5;108;175;300;0.5833333333333334
32.5;107;134;300;0.44666666666666666
32.5;106;115;300;0.38333333333333336
32.5;105;75;300;0.25
32.5;104;49;300;0.16333333333333333
32.5;103;36;300;0.12
32.5;102;36;300;0.12
32.5;101;16;300;0.05333333333333334
32.5;100;13;300;0.043333333333333335
