Gap;Threshold;Total Hits;Measurement Time (s);hit rate
34.0;246;2791;300;9.303333333333333
34.0;245;2695;300;8.983333333333333
34.0;244;2695;300;8.983333333333333
34.0;243;2742;300;9.14
34.0;242;2675;300;8.916666666666666
34.0;241;2746;300;9.153333333333334
34.0;240;2674;300;8.913333333333334
34.0;239;2712;300;9.04
34.0;238;2648;300;8.826666666666666
34.0;237;2704;300;9.013333333333334
34.0;236;2668;300;8.893333333333333
34.0;235;2735;300;9.116666666666667
34.0;234;2552;300;8.506666666666666
34.0;233;2665;300;8.883333333333333
34.0;232;2637;300;8.79
34.0;231;2718;300;9.06
34.0;230;2607;300;8.69
34.0;229;2773;300;9.243333333333334
34.0;228;2673;300;8.91
34.0;227;2660;300;8.866666666666667
34.0;226;2716;300;9.053333333333333
34.0;225;2667;300;8.89
34.0;224;2682;300;8.94
34.0;223;2674;300;8.913333333333334
34.0;222;2655;300;8.85
34.0;221;2604;300;8.68
34.0;220;2625;300;8.75
34.0;219;2749;300;9.163333333333334
34.0;218;2671;300;8.903333333333334
34.0;217;2693;300;8.976666666666667
34.0;216;2646;300;8.82
34.0;215;2649;300;8.83
34.0;214;2623;300;8.743333333333334
34.0;213;2688;300;8.96
34.0;212;2708;300;9.026666666666667
34.0;211;2661;300;8.87
34.0;210;2668;300;8.893333333333333
34.0;209;2591;300;8.636666666666667
34.0;208;2674;300;8.913333333333334
34.0;207;2672;300;8.906666666666666
34.0;206;2673;300;8.91
34.0;205;2635;300;8.783333333333333
34.0;204;2672;300;8.906666666666666
34.0;203;2722;300;9.073333333333334
34.0;202;2678;300;8.926666666666666
34.0;201;2595;300;8.65
34.0;200;2596;300;8.653333333333334
34.0;199;2534;300;8.446666666666667
34.0;198;2585;300;8.616666666666667
34.0;197;2610;300;8.7
34.0;196;2648;300;8.826666666666666
34.0;195;2640;300;8.8
34.0;194;2645;300;8.816666666666666
34.0;193;2623;300;8.743333333333334
34.0;192;2563;300;8.543333333333333
34.0;191;2506;300;8.353333333333333
34.0;190;2564;300;8.546666666666667
34.0;189;2626;300;8.753333333333334
34.0;188;2517;300;8.39
34.0;187;2612;300;8.706666666666667
34.0;186;2610;300;8.7
34.0;185;2531;300;8.436666666666667
34.0;184;2651;300;8.836666666666666
34.0;183;2627;300;8.756666666666666
34.0;182;2612;300;8.706666666666667
34.0;181;2533;300;8.443333333333333
34.0;180;2594;300;8.646666666666667
34.0;179;2524;300;8.413333333333334
34.0;178;2619;300;8.73
34.0;177;2543;300;8.476666666666667
34.0;176;2555;300;8.516666666666667
34.0;175;2529;300;8.43
34.0;174;2484;300;8.28
34.0;173;2445;300;8.15
34.0;172;2477;300;8.256666666666666
34.0;171;2465;300;8.216666666666667
34.0;170;2264;300;7.546666666666667
34.0;169;2380;300;7.933333333333334
34.0;168;2281;300;7.6033333333333335
34.0;167;2243;300;7.476666666666667
34.0;166;2179;300;7.263333333333334
34.0;165;2196;300;7.32
34.0;164;2042;300;6.806666666666667
34.0;163;2048;300;6.826666666666667
34.0;162;2010;300;6.7
34.0;161;1766;300;5.886666666666667
34.0;160;1791;300;5.97
34.0;159;1599;300;5.33
34.0;158;1563;300;5.21
34.0;157;1445;300;4.816666666666666
34.0;156;1291;300;4.303333333333334
34.0;155;1245;300;4.15
34.0;154;1147;300;3.8233333333333333
34.0;153;939;300;3.13
34.0;152;836;300;2.7866666666666666
34.0;151;798;300;2.66
34.0;150;713;300;2.3766666666666665
34.0;149;573;300;1.91
34.0;148;557;300;1.8566666666666667
34.0;147;446;300;1.4866666666666666
34.0;146;379;300;1.2633333333333334
34.0;145;261;300;0.87
34.0;144;280;300;0.9333333333333333
34.0;143;153;300;0.51
34.0;142;126;300;0.42
34.0;141;98;300;0.32666666666666666
34.0;140;86;300;0.2866666666666667
34.0;139;64;300;0.21333333333333335
34.0;138;45;300;0.15
34.0;137;28;300;0.09333333333333334
34.0;136;24;300;0.08
34.0;135;21;300;0.07
34.0;134;13;300;0.043333333333333335
34.0;133;3;300;0.01
34.0;132;5;300;0.016666666666666666
34.0;131;2;300;0.006666666666666667
34.0;130;5;300;0.016666666666666666
34.0;129;1;300;0.0033333333333333335
34.0;128;0;300;0.0
34.0;127;5;300;0.016666666666666666
34.0;126;4;300;0.013333333333333334
34.0;125;0;300;0.0
34.0;124;2;300;0.006666666666666667
34.0;123;2;300;0.006666666666666667
34.0;122;0;300;0.0
34.0;121;0;300;0.0
