Gap;Threshold;Total Hits;Measurement Time (s);hit rate
38.0;246;2158;300;7.193333333333333
38.0;245;2061;300;6.87
38.0;244;1935;300;6.45
38.0;243;1965;300;6.55
38.0;242;1951;300;6.503333333333333
38.0;241;1960;300;6.533333333333333
38.0;240;1877;300;6.256666666666667
38.0;239;1873;300;6.243333333333333
38.0;238;1795;300;5.983333333333333
38.0;237;1729;300;5.763333333333334
38.0;236;1635;300;5.45
38.0;235;1494;300;4.98
38.0;234;1539;300;5.13
38.0;233;1330;300;4.433333333333334
38.0;232;1314;300;4.38
38.0;231;1178;300;3.9266666666666667
38.0;230;1165;300;3.8833333333333333
38.0;229;916;300;3.0533333333333332
38.0;228;868;300;2.8933333333333335
38.0;227;698;300;2.3266666666666667
38.0;226;673;300;2.243333333333333
38.0;225;502;300;1.6733333333333333
38.0;224;434;300;1.4466666666666668
38.0;223;375;300;1.25
38.0;222;329;300;1.0966666666666667
38.0;221;212;300;0.7066666666666667
38.0;220;185;300;0.6166666666666667
38.0;219;137;300;0.45666666666666667
38.0;218;127;300;0.42333333333333334
38.0;217;83;300;0.27666666666666667
38.0;216;70;300;0.23333333333333334
38.0;215;48;300;0.16
38.0;214;34;300;0.11333333333333333
38.0;213;26;300;0.08666666666666667
38.0;212;16;300;0.05333333333333334
38.0;211;9;300;0.03
38.0;210;8;300;0.02666666666666667
38.0;209;8;300;0.02666666666666667
38.0;208;4;300;0.013333333333333334
38.0;207;1;300;0.0033333333333333335
38.0;206;0;300;0.0
38.0;205;1;300;0.0033333333333333335
38.0;204;3;300;0.01
38.0;203;0;300;0.0
38.0;202;1;300;0.0033333333333333335
38.0;201;0;300;0.0
38.0;200;0;300;0.0
