Gap;Threshold;Total Hits;Measurement Time (s);hit rate
40.0;246;571;300;1.9033333333333333
40.0;245;242;300;0.8066666666666666
40.0;244;204;300;0.68
40.0;243;130;300;0.43333333333333335
40.0;242;102;300;0.34
40.0;241;43;300;0.14333333333333334
40.0;240;34;300;0.11333333333333333
40.0;239;15;300;0.05
40.0;238;13;300;0.043333333333333335
40.0;237;6;300;0.02
40.0;236;3;300;0.01
40.0;235;3;300;0.01
40.0;234;1;300;0.0033333333333333335
40.0;233;2;300;0.006666666666666667
40.0;232;0;300;0.0
40.0;231;0;300;0.0
