Gap;Threshold;Total Hits;Measurement Time (s);hit rate
30.0;246;4313;300;14.376666666666667
30.0;245;4039;300;13.463333333333333
30.0;244;3911;300;13.036666666666667
30.0;243;3921;300;13.07
30.0;242;3777;300;12.59
30.0;241;3701;300;12.336666666666666
30.0;240;3667;300;12.223333333333333
30.0;239;3595;300;11.983333333333333
30.0;238;3611;300;12.036666666666667
30.0;237;3658;300;12.193333333333333
30.0;236;3698;300;12.326666666666666
30.0;235;3580;300;11.933333333333334
30.0;234;3623;300;12.076666666666666
30.0;233;3493;300;11.643333333333333
30.0;232;3640;300;12.133333333333333
30.0;231;3428;300;11.426666666666666
30.0;230;3523;300;11.743333333333334
30.0;229;3543;300;11.81
30.0;228;3491;300;11.636666666666667
30.0;227;3559;300;11.863333333333333
30.0;226;3577;300;11.923333333333334
30.0;225;3469;300;11.563333333333333
30.0;224;3518;300;11.726666666666667
30.0;223;3468;300;11.56
30.0;222;3582;300;11.94
30.0;221;3553;300;11.843333333333334
30.0;220;3506;300;11.686666666666667
30.0;219;3542;300;11.806666666666667
30.0;218;3504;300;11.68
30.0;217;3466;300;11.553333333333333
30.0;216;3449;300;11.496666666666666
30.0;215;3596;300;11.986666666666666
30.0;214;3455;300;11.516666666666667
30.0;213;3552;300;11.84
30.0;212;3536;300;11.786666666666667
30.0;211;3489;300;11.63
30.0;210;3513;300;11.71
30.0;209;3541;300;11.803333333333333
30.0;208;3550;300;11.833333333333334
30.0;207;3554;300;11.846666666666666
30.0;206;3483;300;11.61
30.0;205;3570;300;11.9
30.0;204;3491;300;11.636666666666667
30.0;203;3495;300;11.65
30.0;202;3614;300;12.046666666666667
30.0;201;3523;300;11.743333333333334
30.0;200;3553;300;11.843333333333334
30.0;199;3523;300;11.743333333333334
30.0;198;3496;300;11.653333333333334
30.0;197;3456;300;11.52
30.0;196;3510;300;11.7
30.0;195;3502;300;11.673333333333334
30.0;194;3474;300;11.58
30.0;193;3458;300;11.526666666666667
30.0;192;3438;300;11.46
30.0;191;3562;300;11.873333333333333
30.0;190;3475;300;11.583333333333334
30.0;189;3436;300;11.453333333333333
30.0;188;3451;300;11.503333333333334
30.0;187;3578;300;11.926666666666666
30.0;186;3512;300;11.706666666666667
30.0;185;3413;300;11.376666666666667
30.0;184;3510;300;11.7
30.0;183;3549;300;11.83
30.0;182;3580;300;11.933333333333334
30.0;181;3618;300;12.06
30.0;180;3587;300;11.956666666666667
30.0;179;3525;300;11.75
30.0;178;3440;300;11.466666666666667
30.0;177;3444;300;11.48
30.0;176;3547;300;11.823333333333334
30.0;175;3514;300;11.713333333333333
30.0;174;3416;300;11.386666666666667
30.0;173;3485;300;11.616666666666667
30.0;172;3410;300;11.366666666666667
30.0;171;3492;300;11.64
30.0;170;3482;300;11.606666666666667
30.0;169;3596;300;11.986666666666666
30.0;168;3454;300;11.513333333333334
30.0;167;3507;300;11.69
30.0;166;3465;300;11.55
30.0;165;3531;300;11.77
30.0;164;3535;300;11.783333333333333
30.0;163;3495;300;11.65
30.0;162;3451;300;11.503333333333334
30.0;161;3351;300;11.17
30.0;160;3536;300;11.786666666666667
30.0;159;3486;300;11.62
30.0;158;3457;300;11.523333333333333
30.0;157;3521;300;11.736666666666666
30.0;156;3518;300;11.726666666666667
30.0;155;3510;300;11.7
30.0;154;3537;300;11.79
30.0;153;3531;300;11.77
30.0;152;3566;300;11.886666666666667
30.0;151;3503;300;11.676666666666666
30.0;150;3520;300;11.733333333333333
30.0;149;3569;300;11.896666666666667
30.0;148;3466;300;11.553333333333333
30.0;147;3512;300;11.706666666666667
30.0;146;3491;300;11.636666666666667
30.0;145;3426;300;11.42
30.0;144;3555;300;11.85
30.0;143;3516;300;11.72
30.0;142;3455;300;11.516666666666667
30.0;141;3392;300;11.306666666666667
30.0;140;3510;300;11.7
30.0;139;3342;300;11.14
30.0;138;3312;300;11.04
30.0;137;3410;300;11.366666666666667
30.0;136;3426;300;11.42
30.0;135;3571;300;11.903333333333334
30.0;134;3526;300;11.753333333333334
30.0;133;3484;300;11.613333333333333
30.0;132;3498;300;11.66
30.0;131;3431;300;11.436666666666667
30.0;130;3427;300;11.423333333333334
30.0;129;3412;300;11.373333333333333
30.0;128;3413;300;11.376666666666667
30.0;127;3414;300;11.38
30.0;126;3439;300;11.463333333333333
30.0;125;3322;300;11.073333333333334
30.0;124;3487;300;11.623333333333333
30.0;123;3476;300;11.586666666666666
30.0;122;3472;300;11.573333333333334
30.0;121;3370;300;11.233333333333333
30.0;120;3389;300;11.296666666666667
30.0;119;3372;300;11.24
30.0;118;3514;300;11.713333333333333
30.0;117;3472;300;11.573333333333334
30.0;116;3395;300;11.316666666666666
30.0;115;3314;300;11.046666666666667
30.0;114;3453;300;11.51
30.0;113;3306;300;11.02
30.0;112;3341;300;11.136666666666667
30.0;111;3284;300;10.946666666666667
30.0;110;3425;300;11.416666666666666
30.0;109;3330;300;11.1
30.0;108;3428;300;11.426666666666666
30.0;107;3324;300;11.08
30.0;106;3286;300;10.953333333333333
30.0;105;3378;300;11.26
30.0;104;3287;300;10.956666666666667
30.0;103;3350;300;11.166666666666666
30.0;102;3276;300;10.92
30.0;101;3236;300;10.786666666666667
30.0;100;3145;300;10.483333333333333
