Gap;Threshold;Total Hits;Measurement Time (s);hit rate
37.5;246;2374;300;7.913333333333333
37.5;245;2151;300;7.17
37.5;244;2137;300;7.123333333333333
37.5;243;2083;300;6.943333333333333
37.5;242;2092;300;6.973333333333334
37.5;241;2115;300;7.05
37.5;240;2162;300;7.206666666666667
37.5;239;2046;300;6.82
37.5;238;2110;300;7.033333333333333
37.5;237;2032;300;6.773333333333333
37.5;236;1996;300;6.653333333333333
37.5;235;1976;300;6.586666666666667
37.5;234;1936;300;6.453333333333333
37.5;233;1900;300;6.333333333333333
37.5;232;1856;300;6.1866666666666665
37.5;231;1776;300;5.92
37.5;230;1799;300;5.996666666666667
37.5;229;1633;300;5.443333333333333
37.5;228;1668;300;5.56
37.5;227;1622;300;5.406666666666666
37.5;226;1504;300;5.013333333333334
37.5;225;1336;300;4.453333333333333
37.5;224;1250;300;4.166666666666667
37.5;223;1204;300;4.013333333333334
37.5;222;1122;300;3.74
37.5;221;997;300;3.3233333333333333
37.5;220;894;300;2.98
37.5;219;806;300;2.6866666666666665
37.5;218;719;300;2.3966666666666665
37.5;217;539;300;1.7966666666666666
37.5;216;507;300;1.69
37.5;215;451;300;1.5033333333333334
37.5;214;377;300;1.2566666666666666
37.5;213;294;300;0.98
37.5;212;240;300;0.8
37.5;211;206;300;0.6866666666666666
37.5;210;201;300;0.67
37.5;209;120;300;0.4
37.5;208;101;300;0.33666666666666667
37.5;207;55;300;0.18333333333333332
37.5;206;57;300;0.19
37.5;205;40;300;0.13333333333333333
37.5;204;24;300;0.08
37.5;203;20;300;0.06666666666666667
37.5;202;15;300;0.05
37.5;201;7;300;0.023333333333333334
37.5;200;6;300;0.02
37.5;199;5;300;0.016666666666666666
37.5;198;2;300;0.006666666666666667
37.5;197;2;300;0.006666666666666667
37.5;196;1;300;0.0033333333333333335
37.5;195;2;300;0.006666666666666667
37.5;194;0;300;0.0
37.5;193;0;300;0.0
