Gap;Threshold;C0 Hits;C1 Hits;C2 Hits;C0 Rate;C1 Rate;C2 Rate;Measurement Time (s)
33.5;255;1106;904;764;21.389623019174678;17.483019176612935;14.775471958995888;51.707316160202026
33.5;254;1026;863;735;19.843690138963694;16.691135077900263;14.21550901767867;51.70409297943115
33.5;253;1044;798;683;20.18027211650882;15.425150525837202;13.202227831011038;51.73369288444519
33.5;252;1085;854;720;20.967838550005737;16.503718084520646;13.914141710602886;51.74591541290283
33.5;251;1087;850;744;21.040038229741388;16.45265178958618;14.40090933112014;51.6634042263031
33.5;250;1209;924;797;23.410959720888588;17.892247131597234;15.433031346193717;51.64247918128967
33.5;249;1141;873;779;22.08095677257039;16.894544489442552;15.0754297334201;51.67348551750183
33.5;248;1177;888;828;22.762205704284508;17.17318493237438;16.01283459910584;51.708521366119385
33.5;247;1194;962;810;23.09876837969099;18.6105654784445;15.670018750041626;51.691067695617676
33.5;246;1250;1010;879;24.130878534265637;19.497749855686635;16.968833785295594;51.800849199295044
33.5;245;1307;1036;918;25.26877797216478;20.029421560185703;17.748078177847948;51.723910093307495
33.5;244;1295;994;1195;25.021935927446986;19.20602649566201;23.089740102933703;51.75458860397339
33.5;243;1364;1055;12281;26.3314990381322;20.36637205661985;237.08001443350554;51.80107665061951
33.5;242;1555;1186;81311;30.05180593117699;22.92054137258901;1571.4098984372556;51.74397850036621
33.5;241;1596;1217;496485;30.9090249246838;23.569099832919914;9615.205037425836;51.63540434837341
33.5;240;1515;1124;2135291;29.25974563463975;21.70822052365352;41239.65116563402;51.77762031555176
33.5;239;1561;1129;5777003;30.146836464692427;21.803829832567423;111568.45912686583;51.77989411354065
33.5;238;1612;1244;12072797;31.156507647938653;24.043855777937768;233341.31021247568;51.738789796829224
33.5;237;1651;1942;16540285;31.946821649441194;37.57766665246202;320054.2307243655;51.67963242530823
33.5;236;1763;17728;16005321;34.050620814001235;342.39898229756886;309127.12216527003;51.77585482597351
33.5;235;2146;295515;8803266;41.50559080068797;5715.52873507237;170263.16696440315;51.7038779258728
33.5;234;4922;1575299;3638416;95.0328839232797;30415.523569983456;70249.72884855822;51.792598485946655
33.5;233;28715;4584970;1314406;554.7377308107062;88575.86117482722;25392.672881907616;51.76319980621338
33.5;232;315713;11258497;403651;6114.640863456566;218051.4132053579;7817.799391140392;51.632304668426514
33.5;231;3690322;1093143;95297;71319.0265953851;21126.041220673716;1841.7063002796003;51.74386382102966
33.5;230;12992133;828617;24599;251414.9335214597;16034.833384922349;476.02314028761765;51.67605924606323
33.5;229;2350696;13036897;7851;45431.76189040237;251963.33353768455;151.73581041595722;51.741246700286865
33.5;228;2855709;6670832;960;55272.435623210375;129114.39235344068;18.580863175583353;51.66606044769287
33.5;227;9298307;915420;467;179688.98920936554;17690.41337332026;9.024735143803458;51.746670961380005
33.5;226;3286290;131490;500;63510.39134345171;2541.1577668892473;9.662931655978582;51.74413084983826
33.5;225;1107141;18980;442;21431.505619149477;367.40575649484305;8.556024466318263;51.65950632095337
33.5;224;231170;1783;508;4473.968134791591;34.507441209211436;9.831620939023786;51.67001485824585
33.5;223;61489;5010;469;1190.2542050041648;96.97951775229498;9.078521721721826;51.66039299964905
33.5;222;12917;1141;457;249.6918984192481;22.056085476222194;8.834032482588556;51.731754541397095
33.5;221;3388;633;489;65.5693752692365;12.250712675745781;9.463820692637738;51.67046332359314
33.5;220;921;489;461;17.833472311120065;9.468586275936712;8.926417736619273;51.64445734024048
33.5;219;542;516;514;10.484581210023089;9.981630819874379;9.942942328324479;51.69495940208435
33.5;218;472;460;451;9.135854972805703;8.903587473497083;8.729386849015619;51.664567947387695
33.5;217;481;478;469;9.311325040784522;9.253250248430358;9.079025871367861;51.6575243473053
33.5;216;496;496;497;9.57338345520187;9.57338345520187;9.592684631522843;51.81031370162964
33.5;215;428;427;420;8.276893530354483;8.257554994068608;8.122185240067484;51.71022176742554
33.5;214;477;475;469;9.219362046800361;9.180706440734113;9.064739622535367;51.738937854766846
33.5;213;475;472;472;9.173380251861865;9.115443113429054;9.115443113429054;51.78025841712952
33.5;212;494;495;490;9.538094949661954;9.55740283417544;9.460863411608011;51.79231309890747
33.5;211;465;463;458;8.982736425575304;8.94410100008896;8.847512436373096;51.76596283912659
33.5;210;488;484;478;9.442693777957318;9.3652946486298;9.249195954638521;51.68016791343689
33.5;209;475;480;478;9.184059713381668;9.280734026154107;9.242064301045131;51.72004699707031
33.5;208;483;484;482;9.346762418920532;9.366113893907945;9.327410943933119;51.675647497177124
33.5;207;462;459;456;8.855812327464974;8.798307052611305;8.740801777757637;52.169127225875854
33.5;206;468;470;463;9.026731862362718;9.065307639552303;8.930292419388758;51.846006631851196
33.5;205;506;505;500;9.799479365417032;9.780112805406327;9.683280005352799;51.635396242141724
